type,basisOfRecord,institutionCode,collectionCode,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,eventDate,year,month,day,country,stateProvince,municipality,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,identifiedBy,dateIdentified,typeStatus,scientifname,kingdom,phylum,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,modified,occurrenceID_GBIF,rightsHolder
Collection,PreservedSpecimen,RB,RB,311149,,,Pedro Luiz Rodrigues de Moraes,,NA,NA,NA,Brasil,São Paulo,,"Parque estadual Carlos Botelho, sul do Estado. Áreas dos Mun. de São Miguel Arcanjo, Capão Bonito e Sete Barros, ao longo da Chanada Escarpa Atlântica; Serra de Paranapiacaba. Área de vegetação de 37432,43 ha.",NA,NA,-24.7333333,-47.7666667,Graziela,03/11/1991,,Myrceugenia campestris (DC.) D.Legrand & Kausel,Plantae,NA,MYRTACEAE,Myrceugenia,campestris,,specie,(DC.) D.Legrand & Kausel,19/10/2017,urn:catalog:RB:311149,RB
Collection,PreservedSpecimen,RB,RB,338044,"Arvoreta de ca. 5m de altura, frutos verdes",1125,Pedro L.R. de Moraes,18/01/1995,1995,1,18,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Mario Gomes,28/04/1997,,Coussarea contracta (Walp.) Müll.Arg. var. contracta,Plantae,NA,RUBIACEAE,Coussarea,contracta,contracta,var.,(Walp.) Müll.Arg.,22/07/2014,urn:catalog:RB:338044,RB
Collection,PreservedSpecimen,RB,RB,314621,"( GOMIDÉSIA FLAGELLARIS- ainda sem combinação em Myrcia) M. Sobral, 2004.",957,"Moraes, P.L. R. de,",23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,M. Sobral,2010,,Myrcia flagellaris (D.Legrand) Sobral,Plantae,NA,MYRTACEAE,Myrcia,flagellaris,,specie,(D.Legrand) Sobral,22/07/2014,urn:catalog:RB:314621,RB
Collection,PreservedSpecimen,RB,RB,310392,,,Pedro Luiz Rodrigues de Moraes,,NA,NA,NA,Brasil,São Paulo,,"Parque Estadual Carlos Botelho, sul do estado. áreas dos mun. de São Miguel Arcanjo, Capão Bonito e Sete Barros, ao longo da chamada Escarpa Atlântica; Serra de Paranapiacaba, com uma área de 37432,43 ha.",NA,NA,NA,-47.7666667,M.Sobral,2010,,Myrcia pubipetala Miq.,Plantae,NA,MYRTACEAE,Myrcia,pubipetala,,specie,Miq.,19/10/2017,urn:catalog:RB:310392,RB
Collection,PreservedSpecimen,RB,RB,141115,"Erva epífita, ciófila, folhas concolores com bainha alvacenta; infl. com escapo verde alvacento; brácteas escapais verde-alvacentas, brácteas primárias vermelhas; flores com sépalas verdes, corola verde-claro.",15774,"Martinelli, G.",01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.2755556,-47.9922222,E. Leme & C. M. Vieira,Jul-02,,Nidularium krisgreeniae Leme,Plantae,NA,BROMELIACEAE,Nidularium,krisgreeniae,,specie,Leme,15/10/2017,urn:catalog:RB:141115,RB
Collection,PreservedSpecimen,RB,RB,355530,"Herbácia ca. 1 m alt., flores amarelas.",1173,"Moraes, Pedro L. R. de",19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Mario Gomes,28/04/1997,,Psychotria malaneoides Müll.Arg.,Plantae,NA,RUBIACEAE,Psychotria,malaneoides,,specie,Müll.Arg.,08/07/2014,urn:catalog:RB:355530,RB
Collection,PreservedSpecimen,RB,RB,830615,Árvore ca 10m beira de estrada,1209,P.L.R. de Moraes,08/04/1995,1995,4,8,Brasil,São Paulo,São Miguel Arcanjo,Parque estadual Carlos Botelho.,NA,NA,NA,NA,,,,Inga sessilis (Vell.) Mart.,Plantae,NA,LEGUMINOSAE,Inga,sessilis,,specie,(Vell.) Mart.,08/07/2014,urn:catalog:RB:830615,RB
Collection,PreservedSpecimen,RB,RB,148545,,492,Breier,20/08/2002,2002,8,20,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Nadruz,12/03/2004,,Philodendron obliquifolium Engl.,Plantae,NA,ARACEAE,Philodendron,obliquifolium,,specie,Engl.,19/10/2017,urn:catalog:RB:148545,RB
Collection,PreservedSpecimen,RB,RB,784355,"Árvore de 8m de altura, beira de estrada",41,P.L.R. de Moraes,04/04/1990,1990,4,4,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,F. Bonadeu,25/11/2013,,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,Plantae,NA,LEGUMINOSAE,Abarema,langsdorffii,,specie,(Benth.) Barneby & J.W.Grimes,08/07/2014,urn:catalog:RB:784355,RB
Collection,PreservedSpecimen,RB,RB,658288,"Arbusto 1,5 m altura; flores em botões, cor creme. ",6195,N.M. Ivanauskas,31/08/2006,2006,8,31,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, Trilha do Temível 4.",NA,NA,-24.1322223,-47.9816667,T.T. Carrijo,Feb-14,,Stylogyne pauciflora Mez,Plantae,NA,PRIMULACEAE,Stylogyne,pauciflora,,specie,Mez,19/10/2017,urn:catalog:RB:658288,RB
Collection,PreservedSpecimen,RB,RB,787685,,1,D.C. Rother,20/06/2008,2008,6,20,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho (PECB).,NA,NA,NA,NA,D.C. Rother et L.S. Araujo,,,Guadua tagoara (Nees) Kunth,Plantae,NA,POACEAE,Guadua,tagoara,,specie,(Nees) Kunth,01/04/2015,urn:catalog:RB:787685,RB
Collection,PreservedSpecimen,RB,RB,1024590,,394,T.N.C. Vasconcelos,08/10/2014,2014,10,8,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0577778,-47.9825,,,,Myrcia,Plantae,NA,MYRTACEAE,Myrcia,,,genus,,14/10/2017,urn:catalog:RB:1024590,RB
Collection,PreservedSpecimen,RB,RB,936339,,321,R.A.F. de Lima,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Beira de estrada (km 49 - SP 139) - Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,V.C. Souza,Jul-06,,Solanum swartizianum Rem. & Schult.,Plantae,NA,SOLANACEAE,Solanum,swartizianum,,specie,Rem. & Schult.,18/10/2017,urn:catalog:RB:936339,RB
Collection,PreservedSpecimen,RB,RB,938681,"Arbusto, subosque, locais úmidos, flores roxas",859,P.L.R. de Moraes,31/10/1993,1993,10,31,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,P.L.R. de Moraes,11/11/1993,,Brunfelsia pauciflora (Cham. & Schltdl.) Benth.,Plantae,NA,SOLANACEAE,Brunfelsia,pauciflora,,specie,(Cham. & Schltdl.) Benth.,24/03/2015,urn:catalog:RB:938681,RB
Collection,PreservedSpecimen,RB,RB,1185398,#,617,P.L.R. Moraes,17/01/1992,1992,1,17,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,NA,NA,NA,NA,C.Y. Kiyama,14/10/1996,,Prunus myrtifolia (L.) Urb.,Plantae,NA,ROSACEAE,Prunus,myrtifolia,,specie,(L.) Urb.,24/10/2017,urn:catalog:RB:1185398,RB
Collection,PreservedSpecimen,RB,RB,1188652,,1356,G.D. Colletta,04/03/2014,2014,3,4,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos Botelho Trilha da represa.,NA,NA,NA,NA,G.D. Colletta; M.A. Ferreira,2014,,Psychotria suterella Müll.Arg.,Plantae,NA,RUBIACEAE,Psychotria,suterella,,specie,Müll.Arg.,24/10/2017,urn:catalog:RB:1188652,RB
Collection,PreservedSpecimen,RB,RB,1154962,#,2312,L.R. Pedro de Moraes,19/12/2000,2000,12,19,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, São Miguel Arcanjo.",NA,NA,NA,NA,V.C. Souza,Oct-11,,Cinnamodendron dinisii Schwacke,Plantae,NA,CANELLACEAE,Cinnamodendron,dinisii,,specie,Schwacke,24/10/2017,urn:catalog:RB:1154962,RB
Collection,PreservedSpecimen,RB,RB,1174969,,2105,P.L.P. Moraes,27/12/1999,1999,12,27,Brasil,São Paulo,São Miguel Arcanjo,Parque estadual de Carlos Botelho,NA,NA,NA,NA,G. Mario,08/08/2016,,Posoqueria latifolia (Rudge) Schult.,Plantae,NA,RUBIACEAE,Posoqueria,latifolia,,specie,(Rudge) Schult.,06/09/2016,urn:catalog:RB:1174969,RB
Collection,PreservedSpecimen,RB,RB,1182991,#,30302,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho (Parcel PECB - outra numeração 251),NA,NA,-24.1833333,-47.9166667,,,,Rudgea recurva Müll.Arg.,Plantae,NA,RUBIACEAE,Rudgea,recurva,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:1182991,RB
Collection,PreservedSpecimen,RB,RB,1108037,"Codominante, mais ou menos 15m de altura",37,P.L.R. de Moraes,02/04/1990,1990,4,2,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, la Água 15",NA,NA,NA,NA,M.A. Pinho-Ferreira,22/11/2005,,Bathysa australis (A.St.-Hil.) K.Schum.,Plantae,NA,RUBIACEAE,Bathysa,australis,,specie,(A.St.-Hil.) K.Schum.,25/04/2016,urn:catalog:RB:1108037,RB
Collection,PreservedSpecimen,RB,RB,1131349,#,74,P.L.R. de Moraes,1990,1990,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,NA,NA,NA,NA,Zappi,2016,,Emmeorhiza umbellata (Spreng.) K.Schum.,Plantae,NA,RUBIACEAE,Emmeorhiza,umbellata,,specie,(Spreng.) K.Schum.,17/10/2017,urn:catalog:RB:1131349,RB
Collection,PreservedSpecimen,RB,RB,1137611,,457,R.A.F. de Lima,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela Permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1666667,-47.9333333,,,,Ardisia guianensis (Aubl.) Mez,Plantae,NA,PRIMULACEAE,Ardisia,guianensis,,specie,(Aubl.) Mez,18/10/2017,urn:catalog:RB:1137611,RB
Collection,PreservedSpecimen,RB,RB,1315246,#,519,A.R. Duarte,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Eugenia neoglomerata Sobral,Plantae,NA,MYRTACEAE,Eugenia,neoglomerata,,specie,Sobral,18/10/2017,urn:catalog:RB:1315246,RB
Collection,PreservedSpecimen,RB,RB,1349551,#,942,P.L.R. Moraes,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho. Beira de estrada.,NA,NA,NA,NA,G.M. Barroso,Jul-94,,Eugenia lucida Cambess.,Plantae,NA,MYRTACEAE,Eugenia,lucida,,specie,Cambess.,09/08/2017,urn:catalog:RB:1349551,RB
Collection,PreservedSpecimen,RB,RB,1228823,#,2108,P.L.R. de Moraes,28/12/1999,1999,12,28,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,NA,NA,NA,NA,E. Pessoa,27/06/2018,,Epidendrum proligerum Barb.Rodr.,Plantae,NA,ORCHIDACEAE,Epidendrum,proligerum,,specie,Barb.Rodr.,16/07/2018,urn:catalog:RB:1228823,RB
Collection,PreservedSpecimen,RB,RB,1414740,"Folha com bainha interna vinácea. Escapo floral branco com ápice esverdeado. Inflorescência com brácteas rosas. Sépalas com base branca e ápice rosa. Pétalas com base branca e ápice lilás. Estames com filetes lilás e anteras brancas. Coletada em cultivo no Broméliário do JBRJ (RBvb_686), no dia 16 de maio de 2019, por Brenda Carvalho.",15777,G. Martinelli,01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0766667,-47.9438889,C.M. Vieira,,,Quesnelia violacea Wand. & S.L.Proença,Plantae,NA,BROMELIACEAE,Quesnelia,violacea,,specie,Wand. & S.L.Proença,25/07/2019,urn:catalog:RB:1414740,RB
Collection,PreservedSpecimen,RB,RB,754353,"Arbusto 10m de altura, flores roxas.",512,A.C. Dias,28/03/1994,1994,3,28,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha taquaral, descida sentido prainha.",NA,NA,NA,NA,S.A.C. Chiea,Aug-97,,Leandra scabra DC.,Plantae,NA,MELASTOMATACEAE,Leandra,scabra,,specie,DC.,08/07/2014,urn:catalog:RB:754353,RB
Collection,PreservedSpecimen,RB,RB,261038,"ÁRVORE DE 15M, FRUTOS IMATUROS , ",950,P.L.R.MORAIS,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,PARQUE ESTADUAL DE CARLOS BOTELHO.,NA,NA,NA,NA,,,,Connarus,Plantae,NA,CONNARACEAE,Connarus,,,genus,,22/07/2014,urn:catalog:RB:261038,RB
Collection,PreservedSpecimen,RB,RB,166460,"Árvore bastante esgalhada, com 5m de altura, flores brancas.",98,A.C. Dias,10/11/1986,1986,11,10,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,J.R.V. Iganci,19/08/2006,,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,Plantae,NA,LEGUMINOSAE,Abarema,langsdorffii,,specie,(Benth.) Barneby & J.W.Grimes,08/07/2014,urn:catalog:RB:166460,RB
Collection,PreservedSpecimen,RB,RB,167628,"Árvore ca. de 8m de altura, flores brancas.",739,P.L.R. de Moraes,17/11/1993,1993,11,17,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,J.R.V. Iganci,19/08/2006,,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,Plantae,NA,LEGUMINOSAE,Abarema,langsdorffii,,specie,(Benth.) Barneby & J.W.Grimes,08/07/2014,urn:catalog:RB:167628,RB
Collection,PreservedSpecimen,RB,RB,305089,,1165,"Moraes, Pedro L.R.",19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,,,,PIPERACEAE,Plantae,NA,PIPERACEAE,,,,family,,22/07/2014,urn:catalog:RB:305089,RB
Collection,PreservedSpecimen,RB,RB,131538,"Árvore ca. 8 m alt., botões brancos com odor, beira de estrada.",943,P.L.R. Morais,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,,,,Ocotea dispersa (Nees & Mart.) Mez,Plantae,NA,LAURACEAE,Ocotea,dispersa,,specie,(Nees & Mart.) Mez,18/10/2017,urn:catalog:RB:131538,RB
Collection,PreservedSpecimen,RB,RB,523614,"Árvore 18 m, borda de mata, flores amareladas, início de frutificação. ",2505,Pedro L. R. de Moraes,10/11/2001,2001,11,10,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. .,NA,NA,NA,NA,Pedro Luís Rodrigues de Moraes,2007,,Cryptocarya mandioccana Meisn.,Plantae,NA,LAURACEAE,Cryptocarya,mandioccana,,specie,Meisn.,22/07/2014,urn:catalog:RB:523614,RB
Collection,PreservedSpecimen,RB,RB,419596,"Arbusto de 1,8 m .Flores brancas.",249,A. P. Savassi,21/04/2002,2002,4,21,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São MIguel Arcanjo - Sete Barras (SP 139, km 69).",NA,NA,-24.1413889,-47.9941666,Elsie Franklin Guimarães,2006,,Piper dilatatum Rich.,Plantae,NA,PIPERACEAE,Piper,dilatatum,,specie,Rich.,08/07/2014,urn:catalog:RB:419596,RB
Collection,PreservedSpecimen,RB,RB,310404,,,Pedro Luiz Rodrigues de Moraes,,NA,NA,NA,Brasil,São Paulo,,"Parque Nacional Carlos Botelho, sul do estado. Áreas dos mun. de São Miguel Arcanjo, Capão Bonito e Sete Barros, ao longo da chanada Escarpa Atlântica; Serra de Paranapiacaba, com uma área de 37432,43 ha.",NA,NA,-24.7333333,-47.7666667,M.Sobral,2010,,Marlierea antonia (O.Berg) D.Legrand,Plantae,NA,MYRTACEAE,Marlierea,antonia,,specie,(O.Berg) D.Legrand,18/10/2017,urn:catalog:RB:310404,RB
Collection,PreservedSpecimen,RB,RB,141108,"Epífita, ciófila, frequente, folhas verdes concolores com bainha alvacenta; infl. com escapo verde, brácteas escapais verdes com ápice vermelho, brácteas florais vermelhas; flores com sépalas e pétalas amarelas. Em cultivo no JBRJ.",15765,"Martinelli, G.",30/09/1999,1999,9,30,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, estrada entre Ibatinga e Sete Barras, SP 139.",NA,NA,-24.1652777,-48.1952777,C.M. Vieira,Jul-02,,Vriesea incurvata Gaudich.,Plantae,NA,BROMELIACEAE,Vriesea,incurvata,,specie,Gaudich.,15/10/2017,urn:catalog:RB:141108,RB
Collection,PreservedSpecimen,RB,RB,843520,"Árvore, ca. 15m, frutos imaturos, beira de estrada, local aberto",950,P.L.R. Moraes,23/04/1997,1997,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,V.C. Souza,30/03/2012,,Ormosia minor Vogel,Plantae,NA,LEGUMINOSAE,Ormosia,minor,,specie,Vogel,08/07/2014,urn:catalog:RB:843520,RB
Collection,PreservedSpecimen,RB,RB,858899,Árvore nº 7959 ( PArcela PECB - número da placa 7959),30008,V.C. Souza et. al.;,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho.,NA,NA,-24.1666667,-47.9166667,,,,Aspidosperma olivaceum Müll.Arg.,Plantae,NA,APOCYNACEAE,Aspidosperma,olivaceum,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:858899,RB
Collection,PreservedSpecimen,RB,RB,123798,,,PEDRO LUIZ RODRIGUES DE MORAES,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,PARQUE ESTADUAL CARLOS BOTELHOI SUL DO ESTADO. CAPÃO BONITO E SETE BARROS AO LONGO DA SERRA DE PARANAPIACABA.,NA,NA,-24.7333333,-47.7666667,J. Nascimento-Jr.,20/05/2014,,Clusia criuva ssp. parviflora Vesque,Plantae,NA,GUTTIFERAE,Clusia,criuva,parviflora,ssp.,Cambess.,08/12/2016,urn:catalog:RB:123798,RB
Collection,PreservedSpecimen,RB,RB,939113,"Árvore de +- 8m de altura, tronco não escamante, fruto maduro vermelho, semente branca.",714,P.L.R. Moraes,10/09/1992,1992,9,10,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,P.L.R. Moraes,13/01/1995,,Eugenia glandulosa Cambess.,Plantae,NA,MYRTACEAE,Eugenia,glandulosa,,specie,Cambess.,25/03/2015,urn:catalog:RB:939113,RB
Collection,PreservedSpecimen,RB,RB,939121,Árvore de 4m. Fruto vinho-escuro.,714,R. Farias,23/04/2002,2002,4,23,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Núcleo Sete Barras. Trilha da figueira. .,NA,NA,-24.0563889,-47.9930555,M. Sobral,,,Gomidesia anacardiaefolia O.Berg,Plantae,NA,MYRTACEAE,Gomidesia,anacardiaefolia,,specie,O.Berg,19/10/2017,urn:catalog:RB:939121,RB
Collection,PreservedSpecimen,RB,RB,982547,,1352,G.D. COLETTA,13/04/2014,2014,4,13,Brasil,São Paulo,São Miguel Arcanjo,P.E. CARLOS BOTELHO TRILHA DA REPRESA.,NA,NA,NA,NA,G.D. COLETTA; M.A.P. FERREIRA,2014,,Solanum,Plantae,NA,SOLANACEAE,Solanum,,,genus,,14/07/2015,urn:catalog:RB:982547,RB
Collection,PreservedSpecimen,RB,RB,1184915,,549,R.A.F. Lima,19/01/2005,2005,1,19,Brasil,São Paulo,Sete Barras,Trilha de acesso à parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1666667,-47.9333333,V.C. Souza,May-12,,Psychotria nemorosa Gardner,Plantae,NA,RUBIACEAE,Psychotria,nemorosa,,specie,Gardner,17/10/2017,urn:catalog:RB:1184915,RB
Collection,PreservedSpecimen,RB,RB,1176081,,227,A.P. Savassi,20/04/2002,2002,4,20,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, Núcleo S.M. Arcanjo.",NA,NA,-24.0675,-47.9688889,G.C. Franco,,,BORAGINACEAE,Plantae,NA,BORAGINACEAE,,,,family,,18/10/2017,urn:catalog:RB:1176081,RB
Collection,PreservedSpecimen,RB,RB,1184245,Árvore 10 m de altura. início de florescimento,2211,P.L.R. Moraes,28/08/2000,2000,8,28,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, trilha do Açude",NA,NA,-24.0555556,-47.9927777,P.L>R. Moraes,,,Rapanea umbellata (Mart.) Mez,Plantae,NA,PRIMULACEAE,Rapanea,umbellata,,specie,(Mart.) Mez,19/10/2017,urn:catalog:RB:1184245,RB
Collection,PreservedSpecimen,RB,RB,1131587,#,864,M.C. Pessoa,13/04/2014,2014,4,13,Brasil,São Paulo,São Miguel Arcanjo,"P.E. Carlos Botelho, trilha da represa.",NA,NA,NA,NA,M.C. Pessoa,2014,,Chomelia parviflora (Müll.Arg.) Müll.Arg.,Plantae,NA,RUBIACEAE,Chomelia,parviflora,,specie,(Müll.Arg.) Müll.Arg.,16/06/2016,urn:catalog:RB:1131587,RB
Collection,PreservedSpecimen,RB,RB,1310334,,1022,O.T. Aguiar,14/03/2002,2002,3,14,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, grade 1. Projeto Método de inventário da biodiversidade arbórea, BIOTA/FAPESP. ",NA,NA,-24.0541667,-24.0666667,O.T. de Aguiar,17/03/2002,,Eugenia capitulifera O.Berg,Plantae,NA,MYRTACEAE,Eugenia,capitulifera,,specie,O.Berg,26/04/2017,urn:catalog:RB:1310334,RB
Collection,PreservedSpecimen,RB,RB,1343459,#,1076,P.L.R. de Moraes,30/11/1994,1994,11,30,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos Botelho,NA,NA,NA,NA,K.S. Valdemaris,21/03/2016,,Eugenia francavilleana O.Berg,Plantae,NA,MYRTACEAE,Eugenia,francavilleana,,specie,O.Berg,26/07/2017,urn:catalog:RB:1343459,RB
Collection,PreservedSpecimen,RFA,RFA,RFA30265,Trepadeira,665,Pedro L.R. de Moraes,21/02/1992,1992,2,21,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho ,NA,NA,NA,NA,R.S.Couto,23/03/2011,,Dioscorea olfersiana Klotzsch ex Griseb.,Plantae,NA,DIOSCOREACEAE,Dioscorea,olfersiana,,specie,Klotzsch ex Griseb.,06/08/2019,urn:catalog:RFA:30265,RFA
Collection,PreservedSpecimen,RBR,RBR,RBR00008317,"Arvoreta 3m,sub-bosque, frutos verdes.",2139,"Moraes, PLR",14/04/2000,2000,4,14,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho.24º 04´ 12,5""S,47º 57´ 44,8""W. ",NA,NA,NA,NA,,,,Mollinedia,Plantae,NA,MONIMIACEAE,Mollinedia,,,genus,,23/05/2017,urn:catalog:RBR:8317,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035066,,1780,"Jacques, EL; Lorenzi, H; Peixoto, M",26/06/2011,2011,6,26,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, 470m de altitude. ",NA,NA,NA,NA,,,,Begonia capanemae Brade,Plantae,NA,BEGONIACEAE,Begonia,capanemae,,specie,Brade,23/05/2017,urn:catalog:RBR:35066,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035209,,3080,"Lorenzi, H",25/01/2002,2002,1,25,Brasil,São Paulo,Sete Barras,"Parque Estadual Carlos Botelho, Em beira de estrada sentido Sete Barras. S 24° 10´ 02,1"", W 47° 56´ 43.9"" 490m.s.m. ",NA,NA,NA,NA,"Lorenzi, H",25/01/2002,,Begonia capanemae Brade,Plantae,NA,BEGONIACEAE,Begonia,capanemae,,specie,Brade,23/05/2017,urn:catalog:RBR:35209,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035069,,1782,"Jacques, EL; et al.",26/06/2011,2011,6,26,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, 530m de altitude. ",NA,NA,NA,NA,,,,Begonia radicans Vell.,Plantae,NA,BEGONIACEAE,Begonia,radicans,,specie,Vell.,23/05/2017,urn:catalog:RBR:35069,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035223,,5017,"Lorenzi, H",20/10/2004,2004,10,20,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho ,NA,NA,NA,NA,"Delfini-Feliciano, C",18/04/2007,,Begonia radicans Vell.,Plantae,NA,BEGONIACEAE,Begonia,radicans,,specie,Vell.,23/05/2017,urn:catalog:RBR:35223,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035068,,1783,"Jacques, EL; et al.",26/06/2011,2011,6,26,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, 810 m de altitude. ",NA,NA,NA,NA,,,,Begonia valdensium A.DC.,Plantae,NA,BEGONIACEAE,Begonia,valdensium,,specie,A.DC.,23/05/2017,urn:catalog:RBR:35068,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035067,,1781,"Jacques, EL; et al.",26/06/2011,2011,6,26,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, 530 m de altitude. ",NA,NA,NA,NA,,,,Begonia valdensium A.DC.,Plantae,NA,BEGONIACEAE,Begonia,valdensium,,specie,A.DC.,23/05/2017,urn:catalog:RBR:35067,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00035227,,3081,"Lorenzi, H",25/01/2002,2002,1,25,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho ,NA,NA,NA,NA,"Lorenzi, H",25/01/2002,,Begonia valdensium A.DC.,Plantae,NA,BEGONIACEAE,Begonia,valdensium,,specie,A.DC.,23/05/2017,urn:catalog:RBR:35227,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00016457,,58893,"Gentry, AL; et al.",03/09/1987,1987,9,3,Brasil,,,"Carlos Botelho State Park, Ribeirão Branco, km55, ca.23 Km S de Park Headquartes,  46°56´ W, 24°15´ S, 560m ",NA,NA,NA,NA,"Coelho, R",23/10/2013,,"Matayba obovata R. Coelho, Souza & Ferrucci",,NA,SAPINDACEAE,Matayba,obovata,,,"R. Coelho, Souza & Ferrucci",23/05/2017,urn:catalog:RBR:16457,RBR
Collection,PreservedSpecimen,RBR,RBR,RBR00026598,,113,"Dias, AC",14/12/1987,1987,12,14,Brasil,São Paulo,,Parque Estadual de Carlos Botelho ,NA,NA,NA,NA,"Somner, GV",15/04/1992,,Paullinia trigonia Vell.,Plantae,NA,SAPINDACEAE,Paullinia,trigonia,,specie,Vell.,23/05/2017,urn:catalog:RBR:26598,RBR
