collection.string,collectioncode.gbif,institutioncode.gbif,index.herbariorum.or.working.code,organization,col.OBS
Herbarium Berolinense_B,Herbarium Berolinense,B,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
Herbarium Willing_B,Herbarium Willing,B,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
Lichen Herbarium Berlin_B,Lichen Herbarium Berlin,B,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
B_B,B,B,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
Herbarium Berolinense_BGBM,Herbarium Berolinense,BGBM,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
NK_Bilsa_BGBM,NK_Bilsa,BGBM,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
NK_Otonga_BGBM,NK_Otonga,BGBM,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
UM05_BGBM,UM05,BGBM,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
UM_BGBM,UM,BGBM,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
B_BGBM,B,BGBM,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
B_FU-Berlin,B,FU-Berlin,B,"Botanischer Garten und Botanisches Museum Berlin-Dahlem, Zentraleinrichtung der Freien Universität Berlin",NA
HERB_BA,HERB,BA,BA,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",NA
BA_BA,BA,BA,BA,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",NA
BA Pa_MACN,BA Pa,MACN,BA,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",NA
BA Pb_MACN,BA Pb,MACN,BA,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",NA
BA V_MACN,BA V,MACN,BA,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",NA
HERB_BAA,HERB,BAA,BAA,Universidad de Buenos Aires,NA
BAA_BAA,BAA,BAA,BAA,Universidad de Buenos Aires,NA
HERB_BAB,HERB,BAB,BAB,Instituto Nacional de Tecnología Agropecuaria,NA
BAB_BAB,BAB,BAB,BAB,Instituto Nacional de Tecnología Agropecuaria,NA
BAB_INTA,BAB,INTA,BAB,Instituto Nacional de Tecnología Agropecuaria,NA
BABY_BABY,BABY,BABY,BABY,Yukon Government,NA
BAC_BAC,BAC,BAC,BAC,Bacup Natural History Society,NA
HERB_BACAU,HERB,BACAU,BACAU,NA,not in IH
BACAU_BACAU,BACAU,BACAU,BACAU,NA,not in IH
HERB_BACF,HERB,BACF,BACF,NA,not in IH
BACF_BACF,BACF,BACF,BACF,NA,not in IH
BACH_BACH,BACH,BACH,BACH,Botswana College of Agriculture,NA
HERB_BACP,HERB,BACP,BACP,CEFYBO,NA
BACP_BACP,BACP,BACP,BACP,CEFYBO,NA
BAE_BAE,BAE,BAE,BAE,Willis Museum and Art Gallery,NA
HERB_BAF,HERB,BAF,BAF,Universidad de Buenos Aires,NA
BAF_BAF,BAF,BAF,BAF,Universidad de Buenos Aires,NA
HERB_BAFC,HERB,BAFC,BAFC,Universidad de Buenos Aires,NA
BAFC_BAFC,BAFC,BAFC,BAFC,Universidad de Buenos Aires,NA
BAG_BAG,BAG,BAG,BAG,Ministry of Agriculture,NA
BAH_BAH,BAH,BAH,BAH,Empresa Baiana de Desenvolvimento Agrícola,NA
BAH_EBDA,BAH,EBDA,BAH,Empresa Baiana de Desenvolvimento Agrícola,NA
HERB_BAI,HERB,BAI,BAI,Instituto Forestal Nacional (IFONA),NA
BAI_BAI,BAI,BAI,BAI,Instituto Forestal Nacional (IFONA),NA
BAIK_BAIK,BAIK,BAIK,BAIK,Western Baikal Protected Areas,NA
BAIL_BAIL,BAIL,BAIL,BAIL,Conservatoire Botanique National de Bailleul,NA
BAJ_BAJ,BAJ,BAJ,BAJ,Instituto Municipal de Botánica,NA
BAK_BAK,BAK,BAK,BAK,Azerbaijan National Academy of Sciences (ANAS),NA
Herbarium BAK_BAK,Herbarium BAK,BAK,BAK,Azerbaijan National Academy of Sciences (ANAS),NA
HERB_BAL,HERB,BAL,BAL,UNMdP (Universidad Nacional de Mar del Plata) - INTA (Instituto Nacional de Tecnología Agropecuaria),NA
BAL_BAL,BAL,BAL,BAL,UNMdP (Universidad Nacional de Mar del Plata) - INTA (Instituto Nacional de Tecnología Agropecuaria),NA
BALT_BALT,BALT,BALT,BALT,Towson University,NA
BALU_BALU,BALU,BALU,BALU,"University of Banja Luka, Faculty of Forestry",NA
BAM_BAM,BAM,BAM,BAM,"Bishop Abraham Memorial College, Thuruhticad",NA
BAMBO_ANDUZE,BAMBO,ANDUZE,BAMBO,NA,not in IH
BAMBO_BAMBO,BAMBO,BAMBO,BAMBO,NA,not in IH
BAMU_BAMU,BAMU,BAMU,BAMU,Dr. Babasaheb Ambedkar Marathwada University,NA
BAN_BAN,BAN,BAN,BAN,Banaras Hindu University,NA
BANG_BANG,BANG,BANG,BANG,Université de Bangui,NA
BANGEV_BANGEV,BANGEV,BANGEV,BANGEV,NA,not in IH
BANGEV_UACh,BANGEV,UACh,BANGEV,NA,not in IH
BANNU_BANNU,BANNU,BANNU,BANNU,"Department of Higher Education, Khyber Pakhtunkhwa, Pakistan",NA
BANNU_Post Graduate College Bannu,BANNU,Post Graduate College Bannu,BANNU,"Department of Higher Education, Khyber Pakhtunkhwa, Pakistan",NA
BAP_BAP,BAP,BAP,BAP,Oxford Botanic Garden,NA
BAR_BAR,BAR,BAR,BAR,University of the West Indies,NA
BARA_BARA,BARA,BARA,BARA,SOCIEDAD MICOLOGICA BARAKALDO,NA
"Systematic Botany and Mycology Laboratory, USDA/ARS_BARC","Systematic Botany and Mycology Laboratory, USDA/ARS",BARC,BARC,"United States National Arboretum, USDA-ARS",NA
BARC_BARC,BARC,BARC,BARC,"United States National Arboretum, USDA-ARS",NA
BARO_BARO,BARO,BARO,BARO,Maharaja Sayajirao University of Baroda,NA
BART_BART,BART,BART,BART,Bartlett Arboretum,NA
BAS_BAS,BAS,BAS,BAS,University of Basel,NA
BASBG_BASBG,BASBG,BASBG,BASBG,Universität Basel,NA
BASSA_BASSA,BASSA,BASSA,BASSA,Museo Civico di Bassano del Grappa,NA
BASU_BASU,BASU,BASU,BASU,Bu-Ali Sina University,NA
BAT_BAT,BAT,BAT,BAT,Bagshaw Museum,NA
BATA_BATA,BATA,BATA,BATA,Instituto Nacional de Desarollo Forestal,NA
BATH_BATH,BATH,BATH,BATH,Bath Natural History Society,NA
BATHG_BATHG,BATHG,BATHG,BATHG,Bath Royal Literary and Scientific Institution,NA
BATSTATEU_BATSTATEU,BATSTATEU,BATSTATEU,BATSTATEU,Verde Island Passage Center for Oceanographic Research and Aquatic Life Sciences (VIP CORALS),NA
BATU_BATU,BATU,BATU,BATU,Batumi Botanical Garden,NA
BAU_BAU,BAU,BAU,BAU,Beijing Agricultural University,NA
BAV_BAV,BAV,BAV,BAV,Slovenskej akadémie vied,NA
BAw_BAw,BAw,BAw,BAw,NA,xylarium|not in IH
BAY_BAY,BAY,BAY,BAY,Muséum d'Histoire Naturelle de Bayonne,NA
BAYLU_BAYLU,BAYLU,BAYLU,BAYLU,Baylor University,NA
BAYLU_BU,BAYLU,BU,BAYLU,Baylor University,NA
BAZI_BAZI,BAZI,BAZI,BAZI,Bazi Collections & Botanical Garden,NA
BB_BB,BB,BB,BB,Universidad Nacional del Sur,NA
BBB_BBB,BBB,BBB,BBB,Universidad Nacional del Sur,NA
BBB_UNS,BBB,UNS,BBB,Universidad Nacional del Sur,NA
BBF_BBF,BBF,BBF,BBF,Conservatoire botanique national des Pyrénées et de Midi-Pyrénées,NA
BBG_BBG,BBG,BBG,BBG,Birmingham Botanical Gardens,NA
BBGK_BBGK,BBGK,BBGK,BBGK,Hellenic Agricultural Organization-DEMETER,NA
BBH_BBH,BBH,BBH,BBH,National Science and Technology Development Agency,NA
BBK_BBK,BBK,BBK,BBK,"Birkbeck College, University of London",NA
BBLM_BBLM,BBLM,BBLM,BBLM,Boise District Bureau of Land Management,NA
University of Suriname_BBS,University of Suriname,BBS,BBS,University of Suriname,NA
BBS_BBS,BBS,BBS,BBS,University of Suriname,NA
BBSUK_BBSUK,BBSUK,BBSUK,BBSUK,National Museum and Gallery,NA
BBSw_BBSw,BBSw,BBSw,BBSw,Surinam Forest Service,xylarium|not in IH
BC_BC,BC,BC,BC,Institut Botànic de Barcelona,NA
BC-Cadevall_BC,BC-Cadevall,BC,BC,Institut Botànic de Barcelona,NA
BC-Cuatrecasas_BC,BC-Cuatrecasas,BC,BC,Institut Botànic de Barcelona,NA
BC-ICHN_BC,BC-ICHN,BC,BC,Institut Botànic de Barcelona,NA
BC-Ruiz & Pavón_BC,BC-Ruiz & Pavón,BC,BC,Institut Botànic de Barcelona,NA
BC-SBB_BC,BC-SBB,BC,BC,Institut Botànic de Barcelona,NA
BC-Sennen_BC,BC-Sennen,BC,BC,Institut Botànic de Barcelona,NA
BC-Tremols_BC,BC-Tremols,BC,BC,Institut Botànic de Barcelona,NA
BC_IBB-CSIC,BC,IBB-CSIC,BC,Institut Botànic de Barcelona,NA
BCB_BCB,BCB,BCB,BCB,Universitat Autònoma de Barcelona,NA
BCBC_BCBC,BCBC,BCBC,BCBC,Broward College,NA
BCBL_BCBL,BCBL,BCBL,BCBL,Barnard College,NA
BCC_BCC,BCC,BCC,BCC,Universitat de Barcelona,NA
BCF_BCF,BCF,BCF,BCF,Universitat de Barcelona,NA
BCH_BCH,BCH,BCH,BCH,Berry College,NA
BCK_BCK,BCK,BCK,BCK,Alexandria State Dendrological Park,NA
BCKN_BCKN,BCKN,BCKN,BCKN,Blackburn Museum and Art Gallery,NA
BCL_BCL,BCL,BCL,BCL,Bates College,NA
BCM_BCM,BCM,BCM,BCM,Campus Universitario de Tafira,NA
BCMEX_BCMEX,BCMEX,BCMEX,BCMEX,Universidad Autónoma de Baja California,NA
BCMEX_FC-UABC,BCMEX,FC-UABC,BCMEX,Universidad Autónoma de Baja California,NA
BCMM_BCMM,BCMM,BCMM,BCMM,Beijing College of Traditional Chinese Medicine,NA
BCN-Seeds_BCN,BCN-Seeds,BCN,BCN,University of Barcelona,NA
Cormophyta_BCN,Cormophyta,BCN,BCN,University of Barcelona,NA
BCN_BCN,BCN,BCN,BCN,University of Barcelona,NA
BCN_UB,BCN,UB,BCN,University of Barcelona,NA
BCNWR_BCNWR,BCNWR,BCNWR,BCNWR,U.S. Fish and Wildlife Service,NA
BCRU_BCRU,BCRU,BCRU,BCRU,Universidad Nacional del Comahue,NA
BCTC_BCTC,BCTC,BCTC,BCTC,Birmingham Central Technical College,NA
BCTw_BCTw,BCTw,BCTw,BCTw,Instituto de Pesquisas Tecnológicas do Estado de São Paulo,xylarium|not in IH
BCTw_IPT,BCTw,IPT,BCTw,Instituto de Pesquisas Tecnológicas do Estado de São Paulo,xylarium|not in IH
BCTW_IPT,BCTW,IPT,BCTw,Instituto de Pesquisas Tecnológicas do Estado de São Paulo,xylarium|not in IH
BCU_BCU,BCU,BCU,BCU,Chulalongkorn University,NA
BCW_BCW,BCW,BCW,BCW,"Bedford College, University of London",NA
BCWS_BCWS,BCWS,BCWS,BCWS,Burgundy Center for Wildlife Studies,NA
BDBCV-General_BDBCV,BDBCV-General,BDBCV,BDBCV,NA,not in IH
Tracheophyta_BDCJ,Tracheophyta,BDCJ,BDCJ,Biodiversity Center of Japan,not in IH
BDCJ_BDCJ,BDCJ,BDCJ,BDCJ,Biodiversity Center of Japan,not in IH
BDCPHR_BDCPHR,BDCPHR,BDCPHR,BDCPHR,Bioresources Development Group,NA
BDD_BDD,BDD,BDD,BDD,University of Bradford,NA
BDI_BDI,BDI,BDI,BDI,Putnam Museum of History and Natural Science,NA
BDK_BDK,BDK,BDK,BDK,North Hertfordshire Museums Service,NA
BDNF_BDNF,BDNF,BDNF,BDNF,Beaverhead-Deerlodge National Forest,NA
BDNHM_BDNHM,BDNHM,BDNHM,BDNHM,Paleozoological Museum of China (Baoding Natural History Museum),NA
BDPA_BDPA,BDPA,BDPA,BDPA,"Arboretum, Bolestraszyce - Zamek",NA
BDWR_BDWR,BDWR,BDWR,BDWR,Bridgewater College,NA
BEAN_BEAN,BEAN,BEAN,BEAN,Bridge of Allan Museum,NA
BED_BED,BED,BED,BED,Bedford Public Library,NA
BEDF_BEDF,BEDF,BEDF,BEDF,New England Wild Flower Society,NA
BEDPL_BEDPL,BEDPL,BEDPL,BEDPL,Bedford Public Library,NA
BEGO_BEGO,BEGO,BEGO,BEGO,Beth Gordon Institute,NA
BEI_BEI,BEI,BEI,BEI,American University of Beirut,NA
BEL_BEL,BEL,BEL,BEL,National Museums Northern Ireland (Ulster Museum),NA
BELC_BELC,BELC,BELC,BELC,Beloit College,NA
BELL_BELL,BELL,BELL,BELL,Parco Nazionale Dolomiti Bellunesi,NA
BELZ_BELZ,BELZ,BELZ,BELZ,Belogorye Nature Reserve,NA
BENIN_BENIN,BENIN,BENIN,BENIN,Université National du Bénin,NA
ABC_HNB,ABC,HNB,BENIN,Université National du Bénin,NA
BENN_BENN,BENN,BENN,BENN,Bennington College,NA
BEO_BEO,BEO,BEO,BEO,Natural History Museum,NA
BEOU_BEOU,BEOU,BEOU,BEOU,University of Belgrade,NA
BER_BER,BER,BER,BER,"Orto Botanico de Bergamo ""Lorenzo Rota""",NA
BEREA_BEREA,BEREA,BEREA,BEREA,Berea College,NA
BERN_BERN,BERN,BERN,BERN,University of Bern,NA
Herbarium Generale_BERN,Herbarium Generale,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Rudolf Probst_BERN,Solothurner Herbarien: Herbarium Rudolf Probst,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Hermann. Lüscher_BERN,Solothurner Herbarien: Herbarium Hermann. Lüscher,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Urs Schwarz_BERN,Solothurner Herbarien: Herbarium Urs Schwarz,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium J.Charles Ducommun_BERN,Solothurner Herbarien: Herbarium J.Charles Ducommun,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Franz Lang_BERN,Solothurner Herbarien: Herbarium Franz Lang,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Ernst Flückiger_BERN,Solothurner Herbarien: Herbarium Ernst Flückiger,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Niklaus Allemann-Kasthofer_BERN,Solothurner Herbarien: Herbarium Niklaus Allemann-Kasthofer,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Johann. Lüscher-Steinegger_BERN,Solothurner Herbarien: Herbarium Johann. Lüscher-Steinegger,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Hermann Bangerter_BERN,Solothurner Herbarien: Herbarium Hermann Bangerter,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Louis Jäggi_BERN,Solothurner Herbarien: Herbarium Louis Jäggi,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Peter Studer_BERN,Solothurner Herbarien: Herbarium Peter Studer,BERN,BERN,University of Bern,NA
Solothurner Herbarien: Herbarium Jules Brunner_BERN,Solothurner Herbarien: Herbarium Jules Brunner,BERN,BERN,University of Bern,NA
BESA_BESA,BESA,BESA,BESA,Muséum d'Histoire naturelle de Besançon,NA
BEUH_BEUH,BEUH,BEUH,BEUH,Bitlis Eren University,NA
BEV_BEV,BEV,BEV,BEV,Borough of Beverley Art Gallery and Museum,NA
BEX_BEX,BEX,BEX,BEX,Bexhill Museum,NA
BFD_BFD,BFD,BFD,BFD,Bedfordshire Natural History Society,NA
BFDL_BFDL,BFDL,BFDL,BFDL,Forest Products Laboratory,NA
BFLportal01coll_BFL,BFLportal01coll,BFL,BFL,NA,not in IH (flora)
BFLportalcoll_BFL,BFLportalcoll,BFL,BFL,NA,not in IH (flora)
BFLportal01coll_BFL,BFLportal01coll,BFL,BFL,NA,not in IH (flora)
BFLportal04coll_LfU,BFLportal04coll,LfU,BFL,NA,not in IH (flora)
BFRS_BFRS,BFRS,BFRS,BFRS,Blodgett Forest Research Station,NA
BFT_BFT,BFT,BFT,BFT,Queen's University,NA
BFY_BFY,BFY,BFY,BFY,John Innes Horticultural Institution,NA
S_BG,S,BG,BG,University of Bergen,NA
BGAAS_BGAAS,BGAAS,BGAAS,BGAAS,Botanical Garden of the Armenian Academy of Sciences,NA
BGF_BGF,BGF,BGF,BGF,Blazej Gierczyk Private Herbarium,NA
BGH_BGH,BGH,BGH,BGH,University of Malakand,NA
BGSU_BGSU,BGSU,BGSU,BGSU,Bowling Green State University,NA
BGT_BGT,BGT,BGT,BGT,Guangxi University,NA
HERB_BH,HERB,BH,BH,Cornell University,NA
BH_BH,BH,BH,BH,Cornell University,NA
BHAG_BHAG,BHAG,BHAG,BHAG,T. M. Bhagalpur University,NA
BHAV_BHAV,BHAV,BHAV,BHAV,Central Salt and Marine Chemicals Research Institute,NA
"Belo Horizonte, Herbario_BHCB","Belo Horizonte, Herbario",BHCB,BHCB,Universidade Federal de Minas Gerais,NA
"Belo Horizonte, Herbârio_BHCB","Belo Horizonte, Herbârio",BHCB,BHCB,Universidade Federal de Minas Gerais,NA
HERB_BHCB,HERB,BHCB,BHCB,Universidade Federal de Minas Gerais,NA
BHCB_BHCB,BHCB,BHCB,BHCB,Universidade Federal de Minas Gerais,NA
BHCB_UFMG,BHCB,UFMG,BHCB,Universidade Federal de Minas Gerais,NA
BHCB-Bryophyta_UFMG,BHCB-Bryophyta,UFMG,BHCB,Universidade Federal de Minas Gerais,NA
BHCB-SL_UFMG,BHCB-SL,UFMG,BHCB,Universidade Federal de Minas Gerais,NA
BHCB_Universidade Federal de Minas Gerais,BHCB,Universidade Federal de Minas Gerais,BHCB,Universidade Federal de Minas Gerais,NA
BHCB_Universidade Federal de Minas Gerais (UFMG),BHCB,Universidade Federal de Minas Gerais (UFMG),BHCB,Universidade Federal de Minas Gerais,NA
BHCB-SL_Universidade Federal de Minas Gerais (UFMG),BHCB-SL,Universidade Federal de Minas Gerais (UFMG),BHCB,Universidade Federal de Minas Gerais,NA
BHD_BHD,BHD,BHD,BHD,Williamson Art Gallery and Museum,NA
BHDL_BHDL,BHDL,BHDL,BHDL,Birkenhead Reference Library,NA
BHDS_BHDS,BHDS,BHDS,BHDS,Birkenhead School,NA
BHM_BHM,BHM,BHM,BHM,University of Birmingham,NA
BHMG_BHMG,BHMG,BHMG,BHMG,Instituto Agronômico,NA
BHMH_BHMH,BHMH,BHMH,BHMH,Universidade Federal de Minas Gerais,NA
BHO_BHO,BHO,BHO,BHO,Ohio University,NA
BHPL_BHPL,BHPL,BHPL,BHPL,Indian Institute of Science Education and Research-Bhopal,NA
BHSC_BHSC,BHSC,BHSC,BHSC,Black Hills State University,NA
BHU_BHU,BHU,BHU,BHU,Humboldt-Universität zu Berlin,NA
BHUPM_BHUPM,BHUPM,BHUPM,BHUPM,Museum für Naturkunde,NA
BHUPP_BHUPP,BHUPP,BHUPP,BHUPP,Banaras Hindu University,NA
BHUw_BHUw,BHUw,BHUw,BHUw,"Museum fur Naturkunde, Institut fur Palaontologie",xylarium|not in IH
BHZB_BHZB,BHZB,BHZB,BHZB,Fundação de Parques Municipais e Zoo-Botânica de Belo Horizonte,NA
BHZB_FPMZB,BHZB,FPMZB,BHZB,Fundação de Parques Municipais e Zoo-Botânica de Belo Horizonte,NA
BHZB_FZB-BH,BHZB,FZB-BH,BHZB,Fundação de Parques Municipais e Zoo-Botânica de Belo Horizonte,NA
BHZBcarpo_FPMZB,BHZBcarpo,FPMZB,BHZBcarpo,Fundação de Parques Municipais e Zoo-Botânica de Belo Horizonte,carpothek|not in IH
BI_BI,BI,BI,BI,"Museo Orto Botanico, Università degli Studi di Bari.",NA
BIA_BIA,BIA,BIA,BIA,British Institute of Archaeology,NA
BIEL_BIEL,BIEL,BIEL,BIEL,Universität Bielefeld,NA
BIF_BIF,BIF,BIF,BIF,Bibliothèque de l'Institut de France,NA
BIGU_BIGU,BIGU,BIGU,BIGU,Universidad de San Carlos de Guatemala,NA
BIHM_BIHM,7.0,BIHM,BIHM,Bihoro Museum,NA
NA_BIHM,NA,BIHM,BIHM,Bihoro Museum,NA
BIL_BIL,BIL,BIL,BIL,Forest Research Institute,NA
NA_IFR-DNF,NA,IFR-DNF,BIL,Forest Research Institute,NA
BILAS_BILAS,BILAS,BILAS,BILAS,Institute of Botany,NA
BIM_BIM,BIM,BIM,BIM,Birmingham Natural History and Microscopical Society,NA
BIN_BIN,BIN,BIN,BIN,Bingöl University Herbarium,NA
BING_BING,BING,BING,BING,State University of New York,NA
BIO_BIO,BIO,BIO,BIO,University of the Basque Country (UPV/EHU),NA
BIO_Universidad del Pais Vasco (UPV/EHU),BIO,Universidad del Pais Vasco (UPV/EHU),BIO,University of the Basque Country (UPV/EHU),NA
BIOLACHC_BIOLACHC,BIOLACHC,BIOLACHC,BIOLACHC,"University of Belgrade, Institute of Chemistry, Technology and Metallurgy - National Institute of the Republic of Serbia",NA
BIOT_BIOT,BIOT,BIOT,BIOT,Regional Center for Tropical Biology,NA
BIRA_BIRA,BIRA,BIRA,BIRA,Birmingham Museums Trust,NA
BIRM_BIRM,BIRM,BIRM,BIRM,University of Birmingham,NA
BISH_BISH,BISH,BISH,BISH,Bishop Museum,NA
BISH_BPBM,BISH,BPBM,BISH,Bishop Museum,NA
BISHw_BISHw,BISHw,BISHw,BISHw,Department of Botany,xylarium|not in IH
BJ_BJ,BJ,BJ,BJ,Bi Jie University,NA
BJA_BJA,BJA,BJA,BJA,University of Burundi,NA
BJB_BJB,BJB,BJB,BJB,Hon. Balasaheb Jadhav college Ale,NA
BJFC_BJFC,BJFC,BJFC,BJFC,Beijing Forestry University,NA
BJM_BJM,BJM,BJM,BJM,Beijing Natural History Museum,NA
BJTC_BJTC,BJTC,BJTC,BJTC,Capital Normal University,NA
BK_BK,BK,BK,BK,Bangkok Herbarium,NA
BKF_BKF,BKF,BKF,BKF,"National Park, Wildlife and Plant Conservation Department",NA
BKFw_BKFw,BKFw,BKFw,BKFw,"Forest Products Research Division, Royal Forest Department",xylarium|not in IH
BKL_BKL,BKL,BKL,BKL,Brooklyn Botanic Garden,NA
BKUCH_BKUCH,BKUCH,BKUCH,BKUCH,Bacha Khan University Charsadda,NA
BLA_BLA,BLA,BLA,BLA,Fundação Estadual de Pesquisa Agropecuária,NA
BLA_FEPAGRO,BLA,FEPAGRO,BLA,Fundação Estadual de Pesquisa Agropecuária,NA
BLAT_BLAT,BLAT,BLAT,BLAT,St. Xavier's College,NA
BLFU_BLFU,BLFU,BLFU,BLFU,University of the Free State,NA
BLH_BLH,BLH,BLH,BLH,Cranbrook Institute of Science,NA
BLMAR_BLMAR,BLMAR,BLMAR,BLMAR,"Bureau of Land Management, Arcata Field Office",NA
BLMBI_BLMBI,BLMBI,BLMBI,BLMBI,Bureau of Land Management,NA
BLMCAR_BLMCAR,BLMCAR,BLMCAR,BLMCAR,"Bureau of Land Management, Carson City Field Office",NA
BLMGJFO_BLMGJFO,BLMGJFO,BLMGJFO,BLMGJFO,"Bureau of Land Management, Grand Junction Field Office",NA
BLMLK_BLMLK,BLMLK,BLMLK,BLMLK,"Bureau of Land Management, U.S. Department of the Interior",NA
BLMPR_BLMPR,BLMPR,BLMPR,BLMPR,"Bureau of Land Management, Prineville Field Office",NA
BLMRD_BLMRD,BLMRD,BLMRD,BLMRD,"Bureau of Land Management, Redding Field Office",NA
BLS_BLS,BLS,BLS,BLS,Białystok University of Technology,NA
BLT_BLT,BLT,BLT,BLT,Belfast Natural History and Philosophical Society,NA
BLY_BLY,BLY,BLY,BLY,Harvey Institute,NA
HERB_BM,HERB,BM,BM,The Natural History Museum,NA
The Natural History Museum_BM,The Natural History Museum,BM,BM,The Natural History Museum,NA
BM_BM,BM,BM,BM,The Natural History Museum,NA
Plants_BM,Plants,BM,BM,The Natural History Museum,NA
BM_NHM,BM,NHM,BM,The Natural History Museum,NA
NHM-LONDON-BOT_NHMLondon,NHM-LONDON-BOT,NHMLondon,BM,The Natural History Museum,NA
BOT_NHMUK,BOT,NHMUK,BM,The Natural History Museum,NA
Botany_NHMUK,Botany,NHMUK,BM,The Natural History Museum,NA
PAL_NHMUK,PAL,NHMUK,BM,The Natural History Museum,NA
ZOO_NHMUK,ZOO,NHMUK,BM,The Natural History Museum,NA
BMA_BMA,BMA,BMA,BMA,Universidade Federal do Maranhão,NA
BMA_UFMA,BMA,UFMA,BMA,Universidade Federal do Maranhão,NA
BMC_BMC,BMC,BMC,BMC,Brock University,NA
BMH_BMH,BMH,BMH,BMH,Museum,NA
BMPS_BMPS,BMPS,BMPS,BMPS,Bristol Museum and Philosophical Society,NA
BMR_BMR,BMR,BMR,BMR,University of California Davis,NA
BMSC_BMSC,BMSC,BMSC,BMSC,Bamfield Marine Science Centre,NA
BNA_BNA,BNA,BNA,BNA,British (Empire) Naturalists' Association,NA
BNBE_BNBE,BNBE,BNBE,BNBE,YMCA Hostel,NA
BNFF_BNFF,BNFF,BNFF,BNFF,Banff Museum,NA
BNFH_BNFH,BNFH,BNFH,BNFH,"U.S. Forest Service, Bitterroot National Forest",NA
BNH_BNH,BNH,BNH,BNH,Nassau Botanical Gardens,NA
BNHM_BNHM,BNHM,BNHM,BNHM,National Museum of Natural History at the Bulgarian Academy of Sciences,NA
BNL_BNL,BNL,BNL,BNL,Bundesamt für Naturschutz,NA
BNM_BNM,BNM,BNM,BNM,Belau National Museum,NA
Leiner-Herbar Konstanz_BNMK,Leiner-Herbar Konstanz,BNMK,BNMK,NA,not in IH
BNMK_BNMK,BNMK,BNMK,BNMK,NA,not in IH
BNPL_BNPL,BNPL,BNPL,BNPL,Brighton Public Library,NA
BNRH_BNRH,BNRH,BNRH,BNRH,Buffelskloof Nature Reserve,NA
BNS_BNS,BNS,BNS,BNS,Bristol Museum and Art Gallery,NA
BNU_BNU,BNU,BNU,BNU,Beijing Normal University,NA
BO_BO,BO,BO,BO,Research Centre for Biology,NA
BOCH_BOCH,BOCH,BOCH,BOCH,Ruhr-Universität Bochum,NA
BOD_BOD,BOD,BOD,BOD,University of Oxford,NA
BOFw_BOFw,BOFw,BOFw,BOFw,"Instituto de Investigaciones y Proyectos Forestales y Madereros, Universidad Distrital",xylarium|not in IH
BOFw_UD,BOFw,UD,BOFw,"Instituto de Investigaciones y Proyectos Forestales y Madereros, Universidad Distrital",xylarium|not in IH
BOG_BOG,BOG,BOG,BOG,Universidad de La Salle,NA
BOG_Museo de La Salle - Universidad de La Salle,BOG,Museo de La Salle - Universidad de La Salle,BOG,Universidad de La Salle,NA
BOG_Universidad de La Salle (La Salle),BOG,Universidad de La Salle (La Salle),BOG,Universidad de La Salle,NA
BOIS_BOIS,BOIS,BOIS,BOIS,"Rocky Mountain Research Station, USDA Forest Service",NA
Vascular_BOIS,Vascular,BOIS,BOIS,"Rocky Mountain Research Station, USDA Forest Service",NA
BOKUw_BOKUw,BOKUw,BOKUw,BOKUw,Institute of Wood Technology and Renewable Resources,xylarium|not in IH
BOL_BOL,BOL,BOL,BOL,University of Cape Town,NA
BOLO_BOLO,BOLO,BOLO,BOLO,Università di Bologna,NA
