order,source,status,country_code,state_code,county_code,code,NAME_0,NAME_1,NAME_2,NAME_3,NAME_4,loc,loc.correct,latitude.gazetteer,longitude.gazetteer,resolution.gazetteer,AtlanticForest_Lei11428,AreaAF.prop_Lei11428,leiMA.prop_novo_conferir,AtlanticForest_Biomas_MMA,biome,checagem,warning,loc.best
22321,gadm,ok,FO,NA,NA,NA,Faroe Islands,NA,NA,NA,NA,faroe islands,faroe islands,62.018794,-6.821316,country,NA,NA,NA,NA,NA,NA,NA,NA
22322,gadm,ok,FJ,NA,NA,NA,Fiji,NA,NA,NA,NA,fiji,fiji,-17.83609107,177.9653455,country,NA,NA,NA,NA,NA,NA,NA,NA
22323,gadm,ok,FI,NA,NA,NA,Finland,NA,NA,NA,NA,finland,finland,64.50676987,26.27180444,country,NA,NA,NA,NA,NA,NA,NA,NA
22324,gadm,ok,FR,NA,NA,NA,France,NA,NA,NA,NA,france,france,46.62503906,2.459855861,country,NA,NA,NA,NA,NA,NA,NA,NA
22325,gadm,ok,GF,NA,NA,NA,French Guiana,NA,NA,NA,NA,french guiana,french guiana,3.930323078,-53.23095739,country,NA,NA,NA,NA,NA,NA,NA,NA
35295,gbif_gsg,no_need,NA,NA,NA,NA,french guiana,(guyane francaise),NA,NA,NA,french guiana_(guyane francaise),french guiana,3.930323078,-53.23095739,country,NA,NA,NA,NA,NA,NA,NA,NA
35296,gbif_gsg,ok,NA,NA,NA,NA,french guiana,Cayenne,Cayenne,NA,NA,french guiana_arrondissement caiena_caiena,french guiana_cayenne_cayenne,4.931071,-52.310861,county,NA,NA,NA,NA,NA,check_loc_string?|erro_de_hierarquia_ou_no_mapa,NA,NA
34720,splink_jabot,ok,GF,NA,NA,NA,French Guiana,Cayenne,NA,Bassin de l'Arataye,NA,french guiana_bassin l'arataye_guyane francaise,french guiana_cayenne,3.989492958,-52.69768334,state,NA,NA,NA,NA,NA,NA,NA,NA
34447,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,NA,NA,NA,french guiana_cayenne,french guiana_cayenne,3.989492958,-52.69768334,state,NA,NA,NA,NA,NA,NA,NA,NA
8444,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Camopi,NA,NA,french guiana_cayenne_camopi,french guiana_cayenne_camopi,2.84350138,-52.79487042,county,NA,NA,NA,NA,NA,NA,NA,NA
8445,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Iracoubo,NA,NA,french guiana_cayenne_iracoubo,french guiana_cayenne_iracoubo,5.271849603,-53.319927,county,NA,NA,NA,NA,NA,NA,NA,NA
8446,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Kourou,NA,NA,french guiana_cayenne_kourou,french guiana_cayenne_kourou,4.934843397,-52.76914592,county,NA,NA,NA,NA,NA,NA,NA,NA
8447,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Macouria (-Tonate),NA,NA,french guiana_cayenne_macouria ( tonate),french guiana_cayenne_macouria ( tonate),4.980039715,-52.51352544,county,NA,NA,NA,NA,NA,NA,NA,NA
8448,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Matoury,NA,NA,french guiana_cayenne_matoury,french guiana_cayenne_matoury,4.830764229,-52.34020071,county,NA,NA,NA,NA,NA,NA,NA,NA
8449,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Montsinéry-Tonnégrande,NA,NA,french guiana_cayenne_montsinery tonnegrande,french guiana_cayenne_montsinery tonnegrande,4.807916397,-52.50897388,county,NA,NA,NA,NA,NA,NA,NA,NA
8450,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Ouanary,NA,NA,french guiana_cayenne_ouanary,french guiana_cayenne_ouanary,4.192772245,-51.81023013,county,NA,NA,NA,NA,NA,NA,NA,NA
35297,gbif_gsg,ok,NA,NA,NA,NA,french guiana,cayenne,regina,NA,NA,french guiana_cayenne_regina,french guiana_cayenne_regina ( kaw),3.938700955,-52.52393329,county,NA,NA,NA,NA,NA,NA,NA,NA
8451,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Régina (-Kaw),NA,NA,french guiana_cayenne_regina ( kaw),french guiana_cayenne_regina ( kaw),3.938700955,-52.52393329,county,NA,NA,NA,NA,NA,NA,NA,NA
8452,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Rémire-Montjoly,NA,NA,french guiana_cayenne_remire montjoly,french guiana_cayenne_remire montjoly,4.896555497,-52.28938326,county,NA,NA,NA,NA,NA,NA,NA,NA
8453,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Roura,NA,NA,french guiana_cayenne_roura,french guiana_cayenne_roura,4.465413547,-52.51018175,county,NA,NA,NA,NA,NA,NA,NA,NA
8454,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Saint-Elie,NA,NA,french guiana_cayenne_saint elie,french guiana_cayenne_saint elie,4.526404386,-53.10094035,county,NA,NA,NA,NA,NA,NA,NA,NA
8455,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Saint-Georges (de l'Oyapock),NA,NA,french guiana_cayenne_saint georges (de l'oyapock),french guiana_cayenne_saint georges (de l'oyapock),3.749628596,-52.12654829,county,NA,NA,NA,NA,NA,NA,NA,NA
8456,gadm,ok,GF,NA,NA,NA,French Guiana,Cayenne,Sinnamary,NA,NA,french guiana_cayenne_sinnamary,french guiana_cayenne_sinnamary,5.229036179,-53.01195295,county,NA,NA,NA,NA,NA,NA,NA,NA
35298,gbif_gsg,no_need,NA,NA,NA,NA,french guiana,guiana francesa,NA,NA,NA,french guiana_guiana francesa,french guiana,3.930323078,-53.23095739,country,NA,NA,NA,NA,NA,NA,NA,NA
35299,gbif_gsg,no_need,NA,NA,NA,NA,french guiana,guyane francaise,NA,NA,NA,french guiana_guyane francaise,french guiana,3.930323078,-53.23095739,country,NA,NA,NA,NA,NA,NA,NA,NA
34721,splink_jabot,ok,GF,NA,NA,NA,French Guiana,Cayenne,Matoury,Ile de Cayenne,NA,french guiana_ile cayenne_guyane francaise,french guiana_cayenne_matoury,4.830764229,-52.34020071,county,NA,NA,NA,NA,NA,NA,NA,NA
35300,gbif_gsg,ok,NA,NA,NA,NA,french guiana,regina,NA,NA,NA,french guiana_regina,french guiana_cayenne_regina ( kaw),3.938700955,-52.52393329,county,NA,NA,NA,NA,NA,NA,NA,NA
34722,splink_jabot,ok,GF,NA,NA,NA,French Guiana,Cayenne,Saint-Georges (de l'Oyapock),NA,NA,french guiana_saint georges,french guiana_cayenne_saint georges (de l'oyapock),3.749628596,-52.12654829,county,NA,NA,NA,NA,NA,NA,NA,NA
34690,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,NA,NA,NA,french guiana_saint laurent maroni,french guiana_saint laurent maroni,3.868571232,-53.7892637,state,NA,NA,NA,NA,NA,NA,NA,NA
8457,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Apatou,NA,NA,french guiana_saint laurent maroni_apatou,french guiana_saint laurent maroni_apatou,4.837609967,-54.27019189,county,NA,NA,NA,NA,NA,NA,NA,NA
8458,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Awala-Yalimapo,NA,NA,french guiana_saint laurent maroni_awala yalimapo,french guiana_saint laurent maroni_awala yalimapo,5.683611394,-53.91543697,county,NA,NA,NA,NA,NA,NA,NA,NA
8459,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Grand-Santi,NA,NA,french guiana_saint laurent maroni_grand santi,french guiana_saint laurent maroni_grand santi,4.386009202,-54.17181247,county,NA,NA,NA,NA,NA,NA,NA,NA
8460,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Mana,NA,NA,french guiana_saint laurent maroni_mana,french guiana_saint laurent maroni_mana,4.988266414,-53.64961077,county,NA,NA,NA,NA,NA,NA,NA,NA
8461,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Maripasoula,NA,NA,french guiana_saint laurent maroni_maripasoula,french guiana_saint laurent maroni_maripasoula,2.981851692,-53.75069916,county,NA,NA,NA,NA,NA,NA,NA,NA
8462,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Papaïchton,NA,NA,french guiana_saint laurent maroni_papaichton,french guiana_saint laurent maroni_papaichton,4.042426645,-54.0437054,county,NA,NA,NA,NA,NA,NA,NA,NA
8463,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Saint-Laurent (du Maroni),NA,NA,french guiana_saint laurent maroni_saint laurent (du maroni),french guiana_saint laurent maroni_saint laurent (du maroni),4.967412704,-53.9837053,county,NA,NA,NA,NA,NA,NA,NA,NA
8464,gadm,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Saül,NA,NA,french guiana_saint laurent maroni_saul,french guiana_saint laurent maroni_saul,3.923469375,-53.40299754,county,NA,NA,NA,NA,NA,NA,NA,NA
35301,gbif_gsg,ok,NA,NA,NA,NA,french guiana,saint laurent maroni,saul comm,NA,NA,french guiana_saint laurent maroni_saul comm,french guiana_saint laurent maroni_saul,3.923469375,-53.40299754,county,NA,NA,NA,NA,NA,NA,NA,NA
34723,splink_jabot,ok,GF,NA,NA,NA,French Guiana,Saint-Laurent-du-Maroni,Saül,NA,NA,french guiana_saul,french guiana_saint laurent maroni_saul,3.923469375,-53.40299754,county,NA,NA,NA,NA,NA,NA,NA,NA
22326,gadm,ok,PF,NA,NA,NA,French Polynesia,NA,NA,NA,NA,french polynesia,french polynesia,-17.67748613,-149.4007531,country,NA,NA,NA,NA,NA,NA,NA,NA
22327,gadm,ok,TF,NA,NA,NA,French Southern Territories,NA,NA,NA,NA,french southern territories,french southern territories,-49.31476966,69.48738793,country,NA,NA,NA,NA,NA,NA,NA,NA
22328,gadm,ok,GA,NA,NA,NA,Gabon,NA,NA,NA,NA,gabon,gabon,-0.622545043,11.79535893,country,NA,NA,NA,NA,NA,NA,NA,NA
22329,gadm,ok,GM,NA,NA,NA,Gambia,NA,NA,NA,NA,gambia,gambia,13.45148592,-15.37271198,country,NA,NA,NA,NA,NA,NA,NA,NA
22330,gadm,ok,GE,NA,NA,NA,Georgia,NA,NA,NA,NA,georgia,georgia,42.17697685,43.51927999,country,NA,NA,NA,NA,NA,NA,NA,NA
22331,gadm,ok,DE,NA,NA,NA,Germany,NA,NA,NA,NA,germany,germany,51.0944411,10.38734054,country,NA,NA,NA,NA,NA,NA,NA,NA
22332,gadm,ok,GH,NA,NA,NA,Ghana,NA,NA,NA,NA,ghana,ghana,7.966912399,-1.21083813,country,NA,NA,NA,NA,NA,NA,NA,NA
22333,gadm,ok,GI,NA,NA,NA,Gibraltar,NA,NA,NA,NA,gibraltar,gibraltar,36.13649204,-5.349165652,country,NA,NA,NA,NA,NA,NA,NA,NA
22334,gadm,ok,GR,NA,NA,NA,Greece,NA,NA,NA,NA,greece,greece,39.4736262,22.57793277,country,NA,NA,NA,NA,NA,NA,NA,NA
22335,gadm,ok,GL,NA,NA,NA,Greenland,NA,NA,NA,NA,greenland,greenland,74.65773863,-41.69569779,country,NA,NA,NA,NA,NA,NA,NA,NA
22336,gadm,ok,GD,NA,NA,NA,Grenada,NA,NA,NA,NA,grenada,grenada,12.11374762,-61.6837761,country,NA,NA,NA,NA,NA,NA,NA,NA
22337,gadm,ok,GD,NA,NA,NA,Grenada,Carriacou,NA,NA,NA,grenada_carriacou,grenada_carriacou,12.47953527,-61.45358718,state,NA,NA,NA,NA,NA,NA,NA,NA
22338,gadm,ok,GD,NA,NA,NA,Grenada,Saint Andrew,NA,NA,NA,grenada_saint andrew,grenada_saint andrew,12.11739443,-61.65258543,state,NA,NA,NA,NA,NA,NA,NA,NA
22339,gadm,ok,GD,NA,NA,NA,Grenada,Saint David,NA,NA,NA,grenada_saint david,grenada_saint david,12.04364468,-61.68052533,state,NA,NA,NA,NA,NA,NA,NA,NA
22340,gadm,ok,GD,NA,NA,NA,Grenada,Saint George,NA,NA,NA,grenada_saint george,grenada_saint george,12.05355705,-61.73535006,state,NA,NA,NA,NA,NA,NA,NA,NA
22341,gadm,ok,GD,NA,NA,NA,Grenada,Saint John,NA,NA,NA,grenada_saint john,grenada_saint john,12.13997675,-61.7168385,state,NA,NA,NA,NA,NA,NA,NA,NA
22342,gadm,ok,GD,NA,NA,NA,Grenada,Saint Mark,NA,NA,NA,grenada_saint mark,grenada_saint mark,12.18656172,-61.6904428,state,NA,NA,NA,NA,NA,NA,NA,NA
22343,gadm,ok,GD,NA,NA,NA,Grenada,Saint Patrick,NA,NA,NA,grenada_saint patrick,grenada_saint patrick,12.19977964,-61.63994245,state,NA,NA,NA,NA,NA,NA,NA,NA
22344,gadm,ok,GP,NA,NA,NA,Guadeloupe,NA,NA,NA,NA,guadeloupe,guadeloupe,16.220762,-61.662937,country,NA,NA,NA,NA,NA,NA,NA,NA
35302,gbif_gsg,no_need,NA,NA,NA,NA,guadeloupe,(guadeloupe),NA,NA,NA,guadeloupe_(guadeloupe),guadeloupe,16.220762,-61.662937,country,NA,NA,NA,NA,NA,NA,NA,NA
34633,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,NA,NA,NA,guadeloupe_basse terre,guadeloupe_basse terre,16.15930993,-61.67969661,state,NA,NA,NA,NA,NA,NA,NA,NA
22345,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Baie-Mahault,NA,NA,guadeloupe_basse terre_baie mahault,guadeloupe_basse terre_baie mahault,16.25123299,-61.59196553,county,NA,NA,NA,NA,NA,NA,NA,NA
22346,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Baillif,NA,NA,guadeloupe_basse terre_baillif,guadeloupe_basse terre_baillif,16.04560095,-61.71916572,county,NA,NA,NA,NA,NA,NA,NA,NA
22347,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Basse-Terre,NA,NA,guadeloupe_basse terre_basse terre,guadeloupe_basse terre_basse terre,16.00030168,-61.72820786,county,NA,NA,NA,NA,NA,NA,NA,NA
22348,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Bouillante,NA,NA,guadeloupe_basse terre_bouillante,guadeloupe_basse terre_bouillante,16.14337439,-61.75435763,county,NA,NA,NA,NA,NA,NA,NA,NA
22349,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Capesterre-Belle-Eau,NA,NA,guadeloupe_basse terre_capesterre belle eau,guadeloupe_basse terre_capesterre belle eau,16.05514586,-61.61146395,county,NA,NA,NA,NA,NA,NA,NA,NA
22350,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Deshaies,NA,NA,guadeloupe_basse terre_deshaies,guadeloupe_basse terre_deshaies,16.30384474,-61.77984495,county,NA,NA,NA,NA,NA,NA,NA,NA
22351,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Gourbeyre,NA,NA,guadeloupe_basse terre_gourbeyre,guadeloupe_basse terre_gourbeyre,15.99392547,-61.68640455,county,NA,NA,NA,NA,NA,NA,NA,NA
22352,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Goyave,NA,NA,guadeloupe_basse terre_goyave,guadeloupe_basse terre_goyave,16.1216295,-61.61379398,county,NA,NA,NA,NA,NA,NA,NA,NA
22353,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Lamentin,NA,NA,guadeloupe_basse terre_lamentin,guadeloupe_basse terre_lamentin,16.24133847,-61.66857483,county,NA,NA,NA,NA,NA,NA,NA,NA
22354,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Petit-Bourg,NA,NA,guadeloupe_basse terre_petit bourg,guadeloupe_basse terre_petit bourg,16.17153943,-61.65738121,county,NA,NA,NA,NA,NA,NA,NA,NA
22355,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Pointe-Noire,NA,NA,guadeloupe_basse terre_pointe noire,guadeloupe_basse terre_pointe noire,16.22721151,-61.76355053,county,NA,NA,NA,NA,NA,NA,NA,NA
22356,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Saint-Claude,NA,NA,guadeloupe_basse terre_saint claude,guadeloupe_basse terre_saint claude,16.0337791,-61.6901017,county,NA,NA,NA,NA,NA,NA,NA,NA
22357,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Sainte-Rose,NA,NA,guadeloupe_basse terre_sainte rose,guadeloupe_basse terre_sainte rose,16.29398687,-61.71051254,county,NA,NA,NA,NA,NA,NA,NA,NA
22358,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Terre-De-Bas,NA,NA,guadeloupe_basse terre_terre bas,guadeloupe_basse terre_terre bas,15.85437521,-61.63398396,county,NA,NA,NA,NA,NA,NA,NA,NA
22359,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Terre-De-Haut,NA,NA,guadeloupe_basse terre_terre haut,guadeloupe_basse terre_terre haut,15.86604482,-61.58425715,county,NA,NA,NA,NA,NA,NA,NA,NA
22360,gadm,ok,GP,NA,NA,NA,Guadeloupe,Basse-Terre,Trois-Rivières,NA,NA,guadeloupe_basse terre_trois rivieres,guadeloupe_basse terre_trois rivieres,15.99042777,-61.64749489,county,NA,NA,NA,NA,NA,NA,NA,NA
