"","name","decimallongitude","decimallatitude","city","country","address","source","type","geocoding.precision.m","geocoding.issue","geocoding.source","inside.ptoected.area.WDPAID","pais"
"9865","Universite l Aurore, (Ancien, Musee de Zikawei), Musee Heude",NA,NA,"Shanghai","CHN",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"China"
"9866","Universite Laval",-71.2707,46.7766,"Qubec","CAN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"9871","Universite Laval, Departement des Sciences forestieres",-71.2796,46.7805,"Qubec","CAN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Canada"
"9872","Universite Laval, Faculte des Sciences et de Genie",-71.2768,46.7803,"Qubec","CAN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Canada"
"9873","Universite Laval, Faculte des Sciences et de Genie, Departement de biologie",-71.27682,46.78032,"Qubec","CAN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"9874","Universite Laval, Sciences forestieres, Laboratoire d ecologie forestiere",-71.27956,46.78045,"Qubec","CAN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"9876","Universite Libre de Bruxelles, Department of Organismic Biology",4.38222,50.81321,"Bruxelles","BEL",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Belgium"
"9878","Universite Montpellier 2, Institut de Botanique",3.8706,43.6152,"Montpellier","FRA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"France"
"9880","Universite National du Benin, Faculte des Sciences et Technique",2.3524,6.4411,"Cotonou","BEN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Benin"
"9882","Universite Nationale du Zaire, Service de Botanique Systematique et Ecologie Tropicales",NA,NA,"Lubumbashi","COD",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"Congo - Kinshasa"
"9885","Universite Paul Cezanne, faculte de Saint-Jerome",5.2594,43.4168,"Mirabeau","FRA","Av Escadrille Normandie Niemen","indexherbariorum","Herbarium",10,NA,"automatic",NA,"France"
"9889","Universite Paul Sabatier, Laboratoire de Biologie Vegetale",1.50212,43.52715,"Toulouse","FRA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"France"
"9890","Universite Paul Sabatier, Service commun d etudes et de conservation des collections patrimoniales",1.4696,43.5595,"Toulouse","FRA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"France"
"9892","Universite Pierre et Marie Curie, Laboratoire Arago",3.1367,42.48041,"Banyuls-Sur-Mer",NA,NA,"indexherbariorum","Herbarium",10,NA,"automatic",555526770,NA
"9893","Universite Pierre et Marie Curie, Laboratoire Arago",3.1367,42.48041,"Banyuls-Sur-Mer","FRA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",555526770,"France"
"9894","Universite, Faculte des Sciences",-1.5564,47.2351,"Brest","FRA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"France"
"9895","Universite, Faculte des Sciences",-4.497,48.3983,"Brest","FRA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"France"
"9896","Universiteit van Amsterdam, Zoologisch Museum",NA,NA,NA,"NLD",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Netherlands"
"9897","Universiteitsmuseum Groningen",6.5631,53.2184,"Groningen","NLD",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Netherlands"
"9898","Universiteitsmuseum Utrecht",5.1263,52.0846,"Utrecht","NLD",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Netherlands"
"9900","Universiti Brunei Darussalam",114.894,4.9727,"Gadong","BRN",NA,"indexherbariorum","Herbarium",1000,NA,"RS",NA,"Brunei"
"9904","Universiti Kebangsaan Malaysia, Botany Department",101.6861,3.1343,"Bangi","MYS","Se of Kuala Lumpar","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Malaysia"
"9905","Universiti Kebangsaan Malaysia, Botany Department",101.77742,2.93,"Bangi","MYS","Se of Kuala Lumpar","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Malaysia"
"9906","Universiti Kebangsaan Malaysia, Kampus Sabah",116.1188,6.0363,"Kota Kinabalu","MYS",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"Malaysia"
"9915","Universiti Malaysia Sabah, Institute for Tropical Biology and Conservation",116.1154,6.0385,"Kota Kinabalu","MYS","Sepanggar Bay","indexherbariorum","Herbarium",1000,NA,"CD",NA,"Malaysia"
"9918","Universiti Putra Malaysia, Faculty of Science, Department of Biology",101.7165,2.9917,"Serdang","MYS",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"Malaysia"
"9919","Universiti Sains Malaysia",100.2906,5.3561,NA,"MYS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Malaysia"
"9923","University Botanic Garden, Maseno",34.6023,-0.0048,"Maseno","KEN",NA,"BCGI","Botanic_garden",1000,NA,"VZ",NA,"Kenya"
"9924","University Botanic Gardens",23.33437,42.69767,"Sofia","BGR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Bulgaria"
"9935","University College of Ghana",-0.19622,5.65056,"Legon","GHA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Ghana"
"9938","University College of Swansea, Botany Department",-3.94608,51.6218,"Swansea","GBR","Singleton Park","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"9939","University College, Botany Department",-3.17886,51.48663,"Cardiff","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"9940","University College, Plant Science Department",-8.48693,51.89967,"Cork","IRL",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Ireland"
"9942","University Museum (Zoology)",NA,NA,NA,"FIN",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Finland"
"9943","University Museum of Natural History",NA,NA,NA,"GBR",NA,"grbioorg","Museum",NA,NA,"StS",NA,"United Kingdom"
"9944","University Museum of Zoology, Cambridge",0.1205,52.2029,"Cambridge","GBR",NA,"grbioorg","Museum",1000,NA,"NW",NA,"United Kingdom"
"9945","University Museum, Tokyo University of Fisheries",NA,NA,NA,"JPN",NA,"grbioorg","Museum",NA,NA,"StS",NA,"Japan"
"9946","University Museum, University of Tokyo",139.7612,35.7086,NA,"JPN",NA,"grbioorg","Museum",10,NA,"StS",NA,"Japan"
"9947","University Museums of University of Bologna",11.3524,44.4968,"Bologna","ITA",NA,"wikipedia","Museum",10,NA,"automatic",NA,"Italy"
"9949","University of Aberdeen, Forestry Department",-2.1021,57.1652,"Aberdeen","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"9950","University of Aberdeen, Plant and Soil Science Department",-2.1036,57.1679,"Aberdeen","GBR","G28, Cruickshank Building","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"9954","University of Adelaide, Botany Department",138.60623,-34.9206,"Adelaide","AUS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Australia"
"9955","University of Adelaide, Waite Agricultural Research Institute",138.636,-34.967,"Adelaide","AUS",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Australia"
"9958","University of Agricultural Sciences and Veterinary Medicine Ion Ionescu de la Brad, Discipline of Botany, Department of Plant Sciences",27.5516,47.1958,"Iasi","ROU",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Romania"
"9959","University of Agricultural Sciences, Botanical Garden",77.5809,13.0819,"Bengaluru","IND","GKVK","indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"9961","University of Agriculture, Faculty of Agriculture",28.8087,47.0614,"Kishinev","MDA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Moldova"
"9964","University of Alabama",-87.53914,33.21402,NA,"USA","Mary Harmon Bryant Hall","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"9966","University of Alabama Herbarium",-87.5423,33.2164,"Tuscaloosa","USA","Mary Harmon Bryant HallHackberry Lane. 500 Hackberry Ln.","grbioorg","Herbarium",1000,NA,"HF",NA,"United States"
"9967","University of Alabama, Biological Sciences Department",-86.6397,34.72652,"Huntsville","USA","Sparkman Drive","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"9968","University of Alabama, Huntsville (Herbarium)",-86.6405,34.7279,"Huntsville","USA","Sparkman Drive. University of Alabama - Huntsville","grbioorg","Herbarium",1000,NA,"HF",NA,"United States"
"9973","University of Alaska Anchorage, Department of Biological Sciences",-149.8332,61.1911,"Anchorage","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"9974","University of Alaska Museum",-147.8412,64.8583,"Fairbanks","USA","907 Yukon Drive","grbioorg","Museum",10,NA,"automatic",NA,"United States"
"9975","University of Alaska Museum of the North",-147.8423,64.8585,"Fairbanks","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"9976","University of Alaska Museum of the North, Herbarium",-147.8412,64.8583,"Fairbanks","USA","PO Box 756960,, Fairbanks, Alaska, 99775-6960 907 Yukon Drive","grbioorg","Herbarium",10,NA,"automatic",NA,"United States"
"9977","University of Alaska SE",-147.8135,64.8487,"Juneau","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"9979","University of Alaska, Agricultural and Forestry Experiment Station",-149.1039,61.5982,"Palmer","USA","533 East Fireweed Avenue","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"9982","University of Alberta Microfungus Collection and Herbarium",-113.5263,53.523,"Edmonton","CAN",NA,"grbioorg","Herbarium",10,"general_institution","TA",NA,"Canada"
"9983","University of Alberta Museum of Zoology",-113.529,53.5298,"Edmonton","CAN",NA,"grbioorg","Museum",1000,NA,"TA",NA,"Canada"
"9984","University of Alberta Museums",-113.5281,53.5294,"Edmonton","CAN",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Canada"
"9985","University of Alberta, Biological Sciences Department",-113.5283,53.5236,"Edmonton","CAN","Biological Sciences Building","indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Canada"
"9986","University of Alberta, Department of Biological Sciences",-113.5322,53.526,NA,"CAN","B-423 Biological Sciences Building","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Canada"
"9987","University of Alberta, EH Strickland Entomological Museum",-113.4853,53.5454,NA,"CAN",NA,"grbioorg","Museum",1000,NA,"TA",NA,"Canada"
"9990","University of Alexandria, Faculty of Science, Department of Botany",29.9079,31.1901,"Alexandria","EGY",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Egypt"
"9993","University of Ankara, Faculty of Pharmacy, Department of Pharmaceutical Botany",32.8342,39.9355,"Ankara","TUR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Turkey"
"9999","University of Arizona Herbarium",-77.5378,37.5703,"Tucson","USA",NA,"GBIF","Herbarium",10,NA,"automatic",NA,"United States"
"10000","University of Arizona Museum of Natural History",-73.974,40.7813,NA,"USA",NA,"GBIF","Museum",10,NA,"automatic",NA,"United States"
"10001","University of Arizona Museum of Natural History",-77.5378,37.5703,NA,"USA",NA,"GBIF","Museum",10,NA,"automatic",NA,"United States"
"10002","University of Arizona South, Agricultural Extension Service",-110.2481,31.5662,"Sierra Vista","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10003","University of Arizona, Ecology and Evolutionary Biology Department",-110.95529,32.22888,"Tucson","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10005","University of Arizona, School of Plant Sciences",-110.9573,32.2316,"Tucson","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10006","University of Arkansas",-90.677,35.8428,"Fayetteville","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10010","University of Arkansas at Little Rock, Biology Department",-92.3439,34.7219,"Little Rock","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10013","University of Arkansas at Monticello, School of Mathematical and Natural Sciences, Turner Neal Museum of Natural History",-91.8135,33.5902,"Monticello","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10015","University of Arkansas, Museum Zoological Collections",-94.1793,36.0966,NA,"USA",NA,"grbioorg","Museum",10,NA,"StS",NA,"United States"
"10017","University of Aston, Biology Division",-1.8879,52.4869,"Birmingham","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10019","University of Auckland, School of Biological Sciences",174.76911,-36.85234,"Auckland","NZL",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"New Zealand"
"10021","University of Baghdad, College of Education, Biology Department",44.37829,33.27128,"Baghdad","IRQ",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Iraq"
"10022","University of Baghdad, College of Science, Biology Department",44.3783,33.2713,"Baghdad","IRQ",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Iraq"
"10023","University of Baghdad, Iraq Natural History Research Centre and Museum",44.3783,33.2713,"Baghdad","IRQ",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Iraq"
"10026","University of Basel, Botanical Institute, Swiss Orchid Foundation",7.5826,47.5603,"Basel","CHE",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Switzerland"
"10029","University of Bayreuth, Oekologisch-Botanischer Garten",11.5854,49.9239,"Bayreuth","DEU",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Germany"
"10031","University of Belgrade, Institute of Botany and Botanical Garden, Faculty of Biology",20.45704,44.81901,"Beograd","SRB",NA,"indexherbariorum","Herbarium",10,NA,"automatic",388802,"Serbia"
"10034","University of Bergen, Museum of Natural History",5.3217,60.3878,"Bergen","NOR","Realfagbygget","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Norway"
"10036","University of Bern, Botanical Institute",7.43812,46.95049,"Bern","CHE","Altenbergrain 21","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Switzerland"
"10038","University of Birmingham Botanic Garden at Winterbourne",-1.9234,52.4528,"Birmingham","GBR",NA,"BCGI","Botanic_garden",1000,NA,"VZ",NA,"United Kingdom"
"10039","University of Birmingham, School of Biosciences",-1.9336,52.4509,"Birmingham","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10040","University of Birmingham, School of Continuing Studies, Birmingham Natural Society",NA,NA,"Birmingham","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"10042","University of Bonn, Nees Institute for Plant Biodiversity",7.09132,50.72575,"Bonn","DEU",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Germany"
"10045","University of Botswana, Department of Biological Sciences",25.93091,-24.66059,"Gaborone","BWA","Mobuto Drive and Notwane Road, opposite National Stadium, Department of Biological Sciences, Block 235, Room 110","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Botswana"
"10046","University of Botswana, Okavango Research Institute",23.442,-19.986,"Maun","BWA","University of Botswana Field Station, Maun Wildlife Educational Reserve","indexherbariorum","Herbarium",1000,NA,"JA",145516,"Botswana"
"10048","University of Bradford, Biology Department",-1.7763,53.8168,"Bradford","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10049","University of Bradford, Pharmaceutical Society of Great Britain, Pharmacy Department",-1.7635,53.7908,"Bradford","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10053","University of Bristol Botanic Garden",-2.62599,51.47711,"Bristol","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"10054","University of Bristol Geology Museum",-2.6046,51.4565,"Bristol","GBR",NA,"wikipedia","Museum",1000,NA,"CD",NA,"United Kingdom"
"10055","University of Bristol, Botany Department",-2.60298,51.45842,"Bristol","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"10057","University of British Columbia Botanical Garden",-123.2471,49.2537,"Vancouver","CAN",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Canada"
"10058","University of British Columbia Botanical Garden",-123.2471,49.2537,"Vancouver","CAN",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Canada"
"10059","University of British Columbia Botanical Garden",-123.24837,49.25192,"Vancouver","CAN",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Canada"
"10060","University of British Columbia, Beaty Biodiversity Museum",-123.25,49.2634,"Vancouver","CAN","2212 Main Mall","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10061","University of British Columbia, Beaty Biodiversity Museum",-123.2509,49.2632,"Vancouver","CAN","2212 Main Mall","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10062","University of British Columbia, Beaty Biodiversity Museum",-123.2509,49.2632,"Vancouver","CAN","2212 Main Mall","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10064","University of British Columbia, Spencer Museum",NA,NA,NA,"CAN",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Canada"
"10066","University of Burdwan, Botany Department",87.8513,23.2392,"Burdwan","IND","Golapbag","indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"10068","University of Burundi, Biology Department",29.3811,-3.3792,"Bujumbura","BDI",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Burundi"
"10072","University of Calgary Herbarium",-114.1358,51.0782,"Calgary","CAN",NA,"GBIF","Herbarium",1000,NA,"RS",NA,"Canada"
"10073","University of Calgary, Department of Biological Sciences",-114.1315,51.0764,"Calgary","CAN","2500 University Drive NW","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10074","University of Calgary, Department of Biological Sciences",-114.12512,51.07996,"Calgary","CAN","2500 University Drive NW","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10076","University of Calicut, Botany Department",75.8953,11.13406,"Calicut","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"10085","University of California",-122.25854,37.8719,"Berkeley","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10090","University of California at Berkeley, Hastings Reserve",-122.25854,37.8719,"Carmel Valley","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10093","University of California Botanical Garden at Berkeley",-122.238,37.874,"Berkeley","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"10094","University of California Botanical Garden at Berkeley",-122.238,37.874,"Berkeley","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"10095","University of California Botanical Garden at Berkeley",-122.23738,37.87406,"Berkeley","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"10096","University of California Museum of Paleontology",-122.2621,37.8727,"Berkeley","USA",NA,"grbioorg","Museum",1000,NA,"TA",NA,"United States"
"10098","University of California Santa Cruz, Kenneth S Norris Center for Natural History, Department of Environmental Studies",-122.0653,36.9898,"Santa Cruz","USA","1156 High Street","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10100","University of California, Biological Sciences Department",-119.84895,34.41396,"Santa Barbara","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10101","University of California, Botany and Plant Sciences Department",-117.3281,33.9789,"Riverside","USA","900 University Avenue","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10103","University of California, Davis, Museum of Wildlife and Fisheries Biology",-121.7617,38.5382,NA,"USA",NA,"grbioorg","Museum",10,NA,"StS",NA,"United States"
"10104","University of California, Environmental Horticulture Department",-121.7487,38.5367,"Davis","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",555611037,"United States"
"10107","University of California, The Cheadle Center for Biodiversity and Ecological Restoration",-119.8546,34.4196,"Santa Barbara","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10108","University of California, UCI Arboretum Mail",-117.85302,33.66408,"Irvine","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10109","University of Camerino, School of Biosciences and Veterinary Medicine, Plant Diversity and Ecosystems Management unit",13.0674,43.1361,"Camerino","ITA","Via Pontoni 5","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Italy"
"10112","University of Canterbury, School of Biological Sciences",172.5842,-43.5208,"Christchurch","NZL","Creyke Road, Ilam","indexherbariorum","Herbarium",10,NA,"automatic",NA,"New Zealand"
"10114","University of Cape Coast, Botany Department",-1.2909,5.1155,"Cape Coast","GHA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Ghana"
"10117","University of Cape Town, Botany Department",18.4612,-33.95765,"Cape Town","ZAF",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"South Africa"
"10118","University of Cape Town, Department of Biological Sciences, HW Pearson Bldg",18.4597,-33.958,"Cape Town","ZAF","H W Pearson Botany Building; University Avenue, Upper Campus; De Waal Drive; Rondebosch is south-southeast of Cape Town","indexherbariorum","Herbarium",1000,NA,"JA",NA,"South Africa"
"10119","University of Caxias do Sul",-51.1797,-29.1634,"Caxias Do Sul","BRA","Rua: Francisco Getulio Vargas, 1130, Bairro Petrpolis","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Brazil"
"10121","University of Central Arkansas, Department of Biology",-92.4571,35.0799,"Conway","USA","021 LSC","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10124","University of Central Florida, Biology Department",-81.2079,28.5977,"Orlando","USA","Alafaya Trail at University Boulevard","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10126","University of Central Missouri, Biology Department",-93.7362,38.7529,"Warrensburg","USA","South McGuire Street","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10127","University of Central Missouri, Biology Department",-93.73837,38.75808,"Warrensburg","USA","South McGuire Street","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10129","University of Central Oklahoma, Biology Department",-97.4747,35.6619,"Edmond","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10132","University of Charleston, Morris Harvey Division of Arts and Sciencestural Sciences Department",NA,NA,"Charleston","USA",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"United States"
"10136","University of Cincinnati, Biological Sciences Department",-84.5162,39.1337,"Cincinnati","USA","1600 Crosley Tower, Martin Luther King Drive and Snake Road","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10138","University of Coimbra, Botany Department",-8.4207,40.2055,"Coimbra","PRT","Arcos do Jardim","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Portugal"
"10139","University of Colorado Herbarium",-105.274,40.0074,"Boulder","USA","350 UCB Clare Small Building","grbioorg","Herbarium",1000,NA,"HF",NA,"United States"
"10140","University of Colorado Museum",-105.2702,40.0078,"Boulder","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10141","University of Colorado Museum of Natural History",-77.5378,37.5703,"Boulder","USA",NA,"GBIF","Museum",10,NA,"automatic",NA,"United States"
"10142","University of Colorado, Geological Museum",-105.2728,40.0069,NA,"USA",NA,"grbioorg","Museum",10,NA,"MA",NA,"United States"
"10146","University of Connecticut, Department of Ecology and Evolutionary Biology",-72.2539,41.8078,"Storrs","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10152","University of Copenhagen Zoological Museum",12.5589,55.7025,"Zoologisk Museum","DNK",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Denmark"
"10153","University of Copenhagen, Faculty of Life Sciences, Department of Plant and Environmental Sciences",12.3025,55.6689,"Frederiksberg","DNK",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Denmark"
"10155","University of Craiova, Botanical Garden",23.7889,44.3228,"Craiova","ROU","Str Constantin Lecca 26","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Romania"
"10156","University of Craiova, Phytopathology Department",23.80072,44.31865,"Craiova","ROU",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Romania"
"10159","University of Dar es Salaam, Botany Department",39.2048,-6.781,"Dar Es Salaam","TZA","Ubungo","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Tanzania"
"10165","University of Daugavpils, Institute of Systematic Biology, Laboratory of Systematic Botany",26.5119,55.8688,"Daugavpils","LVA",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Latvia"
"10166","University of Debrecen, Botanic Garden",21.62044,47.55848,"Debrecen","HUN",NA,"BCGI","Botanic_garden",10,NA,"automatic",555527462,"Hungary"
"10169","University of Delaware, Society of Natural History of Delaware, Plant Science Department",-75.75154,39.66586,"Newark","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10171","University of Delhi, Botany Department",77.21116,28.68839,"Delhi","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"10172","University of Dhaka, Zoology Museum",90.3925,23.7315,NA,"BGD",NA,"grbioorg","Museum",10,"general_institution","StS",NA,"Bangladesh"
"10176","University of Duisburg Essen, Faktultat fur Biologie",7.0052,51.4643,"Essen","DEU","Universitatstrasse 5","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Germany"
"10178","University of Dundee Botanic Garden",-3.0187,56.4555,"Dundee","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"10179","University of Dundee Botanic Garden",-3.02309,56.45583,"Dundee","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"10180","University of Dundee, School of Biological Sciences",-2.9862,56.4577,"Dundee","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10182","University of Durham, Botany Department",-1.575,54.7624,"Durham","GBR","Science Site, South Road","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10184","University of East Anglia, School of Biological Sciences",1.2392,52.6219,"Norwich","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10186","University of Edinburgh",-3.1847,55.9463,"Edinburgh","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"10190","University of Edinburgh, Division of Biological Sciences",-3.1892,55.9445,"Edinburgh","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10191","University of Edinburgh, Forestry and Natural Resources Department",-3.1892,55.9445,"Edinburgh","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10193","University of Exeter, Hatherly Biological Laboratories, Biological Sciences Department",-3.5331,50.73402,"Exeter","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"10196","University of Fort Hare, Botany Department",26.84847,-32.78594,"Alice","ZAF",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"South Africa"
"10199","University of Georgia Museum of Natural History",-83.3749,33.9543,NA,"USA",NA,"grbioorg","Museum",10,NA,"MA",NA,"United States"
"10200","University of Georgia, Museum of Natural History Annex",-83.3749,33.9543,"Athens","USA","Georgia Museum of Natural History Annex","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10201","University of Georgia, Plant Biology Department",-83.3751,33.9423,"Athens","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10204","University of Ghana, Botany Department",-0.18713,5.65374,"Legon","GHA","Northern suburb of Accra","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Ghana"
"10207","University of Glasgow Field Station",-4.2882,55.8721,"Rowardennan","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10208","University of Glasgow, Botany Department",NA,NA,"Glasgow","GBR","University Avenue","indexherbariorum","Herbarium",NA,NA,"RS",NA,"United Kingdom"
