order,source,family,family.obs,full.name1,tdwg.name
5008,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5009,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobrochaeva, D.N."
5010,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5011,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobrochaeva, D.N."
5012,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5013,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5014,huh,Onagraceae,NA,Elsa Matilde Zardini,"Zardini, E.M."
5015,huh,Onagraceae,NA,Elsa Matilde Zardini,"Zardini, E."
5016,huh,Asteraceae,NA,Elsa Matilde Zardini,"Zardini, E.M."
5017,huh,Asteraceae,NA,Elsa Matilde Zardini,"Zardini, E."
5018,huh,Onagraceae,NA,Elsa Matilde Zardini,"Zardini, E.M."
5019,huh,Poaceae,NA,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I."
5020,huh,Poaceae,NA,Eva Hedwig Ingeborg Potztal,"Potztal, E."
5021,huh,Asteraceae,NA,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I."
5022,huh,Asteraceae,NA,Eva Hedwig Ingeborg Potztal,"Potztal, E."
5023,huh,Nolanaceae,NA,Ramón Alejandro Ferreyra,"Ferreyra, R.A."
5024,huh,Polygalaceae,NA,Ramón Alejandro Ferreyra,"Ferreyra, R.A."
5025,huh,Asteraceae,NA,Ramón Alejandro Ferreyra,"Ferreyra, R.A."
5026,huh,Orchidaceae,NA,Victoria Ann Funk,"Funk, V.A."
5027,huh,Asteraceae,NA,Victoria Ann Funk,"Funk, V.A."
5028,huh,Orchidaceae,NA,Victoria Ann Funk,"Funk, V.A."
5029,huh,Orchidaceae,NA,Victoria Ann Funk,"Funk, V.A."
5030,huh,Asteraceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5031,huh,Cunoniaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5032,huh,Cyclanthaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5033,huh,Asteraceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5034,huh,Cunoniaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5035,huh,Cyclanthaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5036,huh,Asteraceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5037,huh,Cunoniaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5038,huh,Asteraceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5039,huh,Cunoniaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
5040,huh,Bignoniaceae,NA,Gillian Sally Bidgood,"Bidgood, G.S."
5041,huh,Fabaceae,NA,Walter Gutermann,"Gutermann, W."
5042,huh,Fabaceae,NA,Walter Gutermann,"Gutermann, W.E."
5043,huh,Asteraceae,NA,Walter Gutermann,"Gutermann, W."
5044,huh,Asteraceae,NA,Walter Gutermann,"Gutermann, W.E."
5045,huh,Bignoniaceae,NA,Gillian Sally Bidgood,"Bidgood, G.S."
5046,huh,Bignoniaceae,NA,Gillian Sally Bidgood,"Bidgood, S."
5047,huh,Juncaceae,NA,Neil A. Harriman,"Harriman, N.A."
5048,huh,Asteraceae,NA,Neil A. Harriman,"Harriman, N.A."
5049,huh,Zygophyllaceae,NA,Juan Héctor Hunziker,"Hunziker, J.H."
5050,huh,Asteraceae,NA,Juan Héctor Hunziker,"Hunziker, J.H."
5051,huh,Zygophyllaceae,NA,Juan Héctor Hunziker,"Hunziker, J.H."
5052,huh,Gentianaceae,NA,José Angel Villarreal-Quintanilla,"Villarreal-Quintanilla, J.A."
5053,huh,Gentianaceae,NA,José Angel Villarreal-Quintanilla,"Villarreal Quintanilla, J.A."
5054,huh,Asteraceae,NA,José Angel Villarreal-Quintanilla,"Villarreal-Quintanilla, J.A."
5055,huh,Asteraceae,NA,José Angel Villarreal-Quintanilla,"Villarreal Quintanilla, J.A."
5056,huh,Gentianaceae,NA,José Angel Villarreal-Quintanilla,"Villarreal-Quintanilla, J.A."
5057,huh,Lamiaceae,NA,John Kenneth Morton,"Morton, J.K."
5058,huh,Asteraceae,NA,John Kenneth Morton,"Morton, J.K."
5059,huh,Caryophyllaceae,NA,John Kenneth Morton,"Morton, J.K."
5060,huh,Convolvulaceae,NA,José Luis Tapia,"Tapia, J.L."
5061,huh,Convolvulaceae,NA,José Luis Tapia,"Tapia Munoz, J.L."
5062,huh,Asteraceae,NA,José Luis Tapia,"Tapia, J.L."
5063,huh,Asteraceae,NA,José Luis Tapia,"Tapia Munoz, J.L."
5064,huh,Convolvulaceae,NA,José Luis Tapia,"Tapia, J.L."
5065,huh,Convolvulaceae,NA,José Luis Tapia,"Tapia-Munoz, J.L."
5066,huh,Asteraceae,NA,Ljubov I. Krytzka,"Krytzka, L.I."
5067,huh,Linaceae,NA,Ljubov I. Krytzka,"Krytzka, L.I."
5068,huh,Fabaceae,NA,Ljubov I. Krytzka,"Krytzka, L.I."
5069,huh,Gentianaceae,NA,Yong Ling,"Ling, Y."
5070,huh,Gentianaceae,NA,Yong Ling,Ling-Yong
5071,huh,Asteraceae,NA,Yong Ling,"Ling, Y."
5072,huh,Asteraceae,NA,Yong Ling,Ling-Yong
5073,huh,Gentianaceae,NA,Yong Ling,"Ling, Y."
5074,huh,Gentianaceae,NA,Yong Ling,Ling-Young
5075,huh,Gentianaceae,NA,Yong Ling,"Ling, Y."
5076,huh,Gentianaceae,NA,Yong Ling,"Ling, Y."
5077,huh,Gentianaceae,NA,Yong Ling,"Yong, L."
5078,huh,Lamiaceae,NA,Olga Vladimirovna Tscherneva,"Tscherneva, O.V."
5079,huh,Lamiaceae,NA,Olga Vladimirovna Tscherneva,"Tscherneva, O."
5080,huh,Asteraceae,NA,Olga Vladimirovna Tscherneva,"Tscherneva, O.V."
5081,huh,Asteraceae,NA,Olga Vladimirovna Tscherneva,"Tscherneva, O."
5082,huh,Cyperaceae,NA,Bo Christer Mikael Hedren,"Hedren, B.C.M."
5083,huh,Cyperaceae,NA,Bo Christer Mikael Hedren,"Hedren, M."
5084,huh,Piperaceae,NA,Yung-chien Tseng,"Tseng, Y."
5085,huh,Piperaceae,NA,Yung-chien Tseng,"Tseng, Y.Q."
5086,huh,Asteraceae,NA,Yung-chien Tseng,"Tseng, Y."
5087,huh,Asteraceae,NA,Yung-chien Tseng,"Tseng, Y.Q."
5088,huh,Dioscoreaceae,NA,Bernice Giduz Schubert,"Schubert, B.G."
5089,huh,Begoniaceae,NA,Bernice Giduz Schubert,"Schubert, B.G."
5090,huh,Fabaceae,NA,Bernice Giduz Schubert,"Schubert, B.G."
5091,huh,Fumariaceae,NA,Cheng yih Wu,"Cheng, Y.W."
5092,huh,Fumariaceae,NA,Cheng yih Wu,"Wu, Z."
5093,huh,Caryophyllaceae,NA,Cheng yih Wu,"Cheng, Y.W."
5094,huh,Caryophyllaceae,NA,Cheng yih Wu,"Wu, Z."
5095,huh,Moraceae,NA,Cheng yih Wu,"Cheng, Y.W."
5096,huh,Moraceae,NA,Cheng yih Wu,"Wu, Z."
5097,huh,Begoniaceae,NA,Cheng yih Wu,"Cheng, Y.W."
5098,huh,Begoniaceae,NA,Cheng yih Wu,"Wu, Z."
5099,huh,Saxifragaceae,NA,Tsue-chih Ku,"Tsue-Chih, K."
5100,huh,Begoniaceae,NA,Tsue-chih Ku,"Tsue-Chih, K."
5101,huh,Rosaceae,NA,Tsue-chih Ku,"Tsue-Chih, K."
5102,huh,Gesneriaceae,NA,Ruth Kiew,"Kiew, R."
5103,huh,Oleaceae,NA,Ruth Kiew,"Kiew, R."
5104,huh,Begoniaceae,NA,Ruth Kiew,"Kiew, R."
5105,huh,Betulaceae,NA,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K."
5106,huh,Onagraceae,NA,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K."
5107,huh,Salicaceae,NA,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K."
5108,huh,Fagaceae,NA,En-wei Ma,"En-Wei, M."
5109,huh,Bignoniaceae,NA,Alwyn Howard Gentry,"Gentry, A.H."
5110,huh,Rutaceae,NA,De-ding Tao,"Tao, D."
5111,huh,Bignoniaceae,NA,De-ding Tao,"Tao, D."
5112,huh,Rutaceae,NA,De-ding Tao,"Tao, D."
5113,huh,Rutaceae,NA,De-ding Tao,"Tao, D.D."
5114,huh,Bignoniaceae,NA,Thawatchai Santisuk,"Santisuk, T."
5115,huh,Lythraceae,NA,Thawatchai Santisuk,"Santisuk, T."
5116,huh,Aceraceae,NA,Thawatchai Santisuk,"Santisuk, T."
5117,huh,Bixaceae,NA,Fátima Mereles,"Mereles, F."
5118,huh,Mayacaceae,NA,Fátima Mereles,"Mereles, F."
5119,huh,Marantaceae,NA,Fátima Mereles,"Mereles, F."
5120,huh,Cyperaceae,NA,Fátima Mereles,"Mereles, F."
5121,huh,Loasaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
5122,huh,Typhaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
5123,huh,Boraginaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
5124,huh,Loasaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
5125,huh,Typhaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
5126,huh,Boraginaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
5127,huh,Boraginaceae,Cordia,Neusa Taroda Ranga,"Taroda, N."
5128,huh,Sterculiaceae,NA,Neusa Taroda Ranga,"Taroda, N."
5129,huh,Gesneriaceae,NA,Wen-Tsai Wang,"Wang, W."
5130,huh,Boraginaceae,NA,Wen-Tsai Wang,"Wang, W."
5131,huh,Vitaceae,NA,Wen-Tsai Wang,"Wang, W."
5132,huh,Urticaceae,NA,Wen-Tsai Wang,"Wang, W."
5133,huh,Ranunculaceae,NA,Wen-Tsai Wang,"Wang, W."
5134,huh,Apiaceae,NA,Chang Chi Yuan,"Yuan, C.C."
5135,huh,Apiaceae,NA,Chang Chi Yuan,"Yuan, C."
5136,huh,Brassicaceae,NA,Chang Chi Yuan,"Yuan, C.C."
5137,huh,Brassicaceae,NA,Chang Chi Yuan,"Yuan, C."
5138,huh,Apiaceae,NA,Chang-qi Yuan,"Yuan, C."
5139,huh,Brassicaceae,NA,Chang-qi Yuan,"Yuan, C."
5140,huh,Fabaceae,NA,Peter Brian Heenan,"Heenan, P.B."
5141,huh,Brassicaceae,NA,Peter Brian Heenan,"Heenan, P.B."
5142,huh,Arecaceae,NA,Anders Sanchez Barfod,"Barfod, A.S."
5143,huh,Arecaceae,NA,Anders Sanchez Barfod,"Barfod, A.S."
5144,huh,Juncaceae,NA,Sven E. Snogerup,"Snogerup, S.E."
5145,huh,Juncaceae,NA,Sven E. Snogerup,"Snogerup, S."
5146,huh,Apiaceae,NA,Sven E. Snogerup,"Snogerup, S.E."
5147,huh,Apiaceae,NA,Sven E. Snogerup,"Snogerup, S."
5148,huh,Brassicaceae,NA,Sven E. Snogerup,"Snogerup, S.E."
5149,huh,Brassicaceae,NA,Sven E. Snogerup,"Snogerup, S."
5150,huh,Cactaceae,NA,Brian Francis Bates,"Bates, B.F."
5151,huh,Poaceae,NA,Brian Francis Bates,"Bates, B.F."
5152,huh,Cactaceae,NA,Eduardo Luís Martins Catharino,"Catharino, E.L.M."
5153,huh,Orchidaceae,NA,Eduardo Luís Martins Catharino,"Catharino, E.L.M."
5154,huh,Euphorbiaceae,NA,Leon Camille Marius Croizat,"Croizat, L.C.M."
5155,huh,Cactaceae,NA,Leon Camille Marius Croizat,"Croizat, L.C.M."
5156,huh,Euphorbiaceae,NA,Leon Camille Marius Croizat,"Croizat, L.C.M."
5157,huh,Euphorbiaceae,NA,Leon Camille Marius Croizat,"Chaley, L.C."
5158,huh,Caprifoliaceae,NA,Chia-Chi Hu,"Chia-Chi, H."
5159,huh,Caprifoliaceae,NA,Chia-Chi Hu,"Jia-Qi, H."
5160,huh,Leguminosae,NA,Chia-Chi Hu,"Chia-Chi, H."
5161,huh,Leguminosae,NA,Chia-Chi Hu,"Jia-Qi, H."
5162,huh,Cactaceae,NA,Eduardo Mendez,"Mendez, E."
5163,huh,Poaceae,NA,Eduardo Mendez,"Mendez, E."
5164,huh,Cactaceae,NA,Michael Patrick Griffith,"Griffith, M.P."
5165,huh,Cupressaceae,NA,Michael Patrick Griffith,"Griffith, M.P."
5166,huh,Agavaceae,NA,Michael Patrick Griffith,"Griffith, M.P."
5167,huh,Vitaceae,NA,James Clinton Solomon,"Solomon, J.C."
5168,huh,Cactaceae,NA,James Clinton Solomon,"Solomon, J.C."
5169,huh,Vitaceae,NA,James Clinton Solomon,"Solomon, J.C."
5170,huh,Vitaceae,NA,James Clinton Solomon,"Solomon, J.C."
5171,huh,Cactaceae,NA,Myron Kimnach,"Kimnach, M."
5172,huh,Annonaceae,"Asimina, Deeringothamnus",Eliane Meyer Norman,"Norman, E.M."
5173,huh,Annonaceae,"Asimina, Deeringothamnus",Eliane Meyer Norman,"Meyer, E."
5174,huh,Annonaceae,"Asimina, Deeringothamnus",Eliane Meyer Norman,"Norman, E.M."
5175,huh,Buddlejaceae,Buddleja,Eliane Meyer Norman,"Norman, E.M."
5176,huh,Annonaceae,"Asimina, Deeringothamnus",Eliane Meyer Norman,"Norman, E.M."
5177,huh,Cactaceae,NA,Walter Rausch,"Rausch, W."
5178,huh,Ulmaceae,NA,Anderson Ferreira Pinto Machado,"Machado, A.F.P."
5179,huh,Ulmaceae,NA,Anderson Ferreira Pinto Machado,"Ferreira, A."
5180,huh,Cannabaceae,NA,Anderson Ferreira Pinto Machado,"Machado, A.F.P."
5181,huh,Cannabaceae,NA,Anderson Ferreira Pinto Machado,"Ferreira, A."
5182,huh,Urticaceae,NA,Anderson Ferreira Pinto Machado,"Machado, A.F.P."
5183,huh,Urticaceae,NA,Anderson Ferreira Pinto Machado,"Ferreira, A."
5184,huh,Moraceae,NA,Anderson Ferreira Pinto Machado,"Machado, A.F.P."
5185,huh,Moraceae,NA,Anderson Ferreira Pinto Machado,"Ferreira, A."
5186,huh,Tiliaceae,NA,Chamlong Phengklai,"Phengklai, C."
5187,huh,Salicaceae,NA,Kin-Shen Hao,"Hao, K."
5188,huh,Caprifoliaceae,NA,Kin-Shen Hao,"Hao, K."
5189,huh,Iteaceae,NA,Hsuan Chuang,"Chuang, H."
5190,huh,Iteaceae,NA,Hsuan Chuang,"Xuan, Z."
5191,huh,Fumariaceae,NA,Hsuan Chuang,"Chuang, H."
5192,huh,Fumariaceae,NA,Hsuan Chuang,"Xuan, Z."
5193,huh,Caryophyllaceae,NA,Hsuan Chuang,"Chuang, H."
5194,huh,Caryophyllaceae,NA,Hsuan Chuang,"Xuan, Z."
5195,huh,Papaveraceae,NA,Hsuan Chuang,"Chuang, H."
5196,huh,Papaveraceae,NA,Hsuan Chuang,"Xuan, Z."
5197,huh,Aizoaceae,NA,De-Quan Lu,"De-Quan, L."
5198,huh,Aizoaceae,NA,De-Quan Lu,"Dequan, L."
5199,huh,Caryophyllaceae,NA,De-quan Lu,"De-Quan, L."
5200,huh,Caryophyllaceae,NA,De-quan Lu,"Dequan, L."
5201,huh,Phytolaccaceae,NA,De-quan Lu,"De-Quan, L."
5202,huh,Phytolaccaceae,NA,De-quan Lu,"Dequan, L."
5203,huh,Caryophyllaceae,NA,Gonzalo Nieto Feliner,"Feliner, G.N."
5204,huh,Caryophyllaceae,NA,Gonzalo Nieto Feliner,"Nieto-Feliner, G."
5205,huh,Plumbaginaceae,NA,Gonzalo Nieto Feliner,"Feliner, G.N."
5206,huh,Plumbaginaceae,NA,Gonzalo Nieto Feliner,"Nieto-Feliner, G."
5207,huh,Proteaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5208,huh,Casuarinaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5209,huh,Restionaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5210,huh,Myrtaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5211,huh,Proteaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5212,huh,Casuarinaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5213,huh,Restionaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5214,huh,Myrtaceae,NA,Lawrence Alexander Sidney Johnson,"Johnson, L.A.S."
5215,huh,Hippocrateaceae,NA,Birgit Mory,"Mory, B."
5216,huh,Celastraceae,NA,Birgit Mory,"Mory, B."
5217,huh,Gnetaceae,NA,Ching-yung Cheng,"Cheng, C."
5218,huh,Aristolochiaceae,NA,Ching-yung Cheng,"Cheng, C."
5219,huh,Celastraceae,NA,Ching-yung Cheng,"Cheng, C."
5220,huh,Ephedraceae,NA,Ching-yung Cheng,"Cheng, C."
5221,huh,Rubiaceae,NA,Claes Gustafsson,"Gustafsson, C."
5222,huh,Clethraceae,NA,Claes Gustafsson,"Gustafsson, C."
5223,huh,Rubiaceae,NA,Claes Gustafsson,"Gustafsson, C."
5224,huh,Rubiaceae,NA,Claes Gustafsson,"Gustafsson, C.G.R."
5225,huh,Clethraceae,NA,Claes Gustafsson,"Gustafsson, C."
5226,huh,Clethraceae,NA,Claes Gustafsson,"Gustafsson, C.G.R."
5227,huh,Ericaceae,NA,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G."
5228,huh,Fagaceae,NA,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G."
5229,huh,Clethraceae,NA,Luz Maria Gonzalez Villarreal,"Villarreal, L.M.G."
5230,huh,Clusiaceae,NA,Barry E. Hammel,"Hammel, B.E."
5231,huh,Cyclanthaceae,NA,Barry E. Hammel,"Hammel, B.E."
5232,huh,Theaceae,NA,Brian Morley Boom,"Boom, B.M."
5233,huh,Clusiaceae,NA,Brian Morley Boom,"Boom, B.M."
5234,huh,Rubiaceae,NA,Brian Morley Boom,"Boom, B.M."
5235,huh,Ericaceae,NA,Peter Francis Stevens,"Stevens, P.F."
5236,huh,Clusiaceae,NA,Peter Francis Stevens,"Stevens, P.F."
5237,huh,Ericaceae,NA,Peter Francis Stevens,"Stevens, P.F."
5238,huh,Ericaceae,NA,Peter Francis Stevens,"Stevens, P.F."
5239,huh,Rafflesiaceae,NA,Kamarudin Bin Mat-Salleh,"Mat-Salleh, K.B."
5240,huh,Rafflesiaceae,NA,Kamarudin Bin Mat-Salleh,"Mat-Salleh, K."
5241,huh,Rubiaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5242,huh,Tovariaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5243,huh,Cochlospermaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5244,huh,Rubiaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5245,huh,Tovariaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5246,huh,Cochlospermaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5247,huh,Rubiaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5248,huh,Rubiaceae,NA,Gonzalo Castillo-Campos,"Castillo, G."
5249,huh,Tovariaceae,NA,Gonzalo Castillo-Campos,"Castillo-Campos, G."
5250,huh,Tovariaceae,NA,Gonzalo Castillo-Campos,"Castillo, G."
5251,huh,Hydrophyllaceae,NA,(Gustav) Albert Peter,"Peter, G.A."
5252,huh,Polemoniaceae,NA,(Gustav) Albert Peter,"Peter, G.A."
5253,huh,Convolvulaceae,NA,(Gustav) Albert Peter,"Peter, G.A."
5254,huh,Hydrophyllaceae,NA,(Gustav) Albert Peter,"Peter, A."
5255,huh,Polemoniaceae,NA,(Gustav) Albert Peter,"Peter, A."
5256,huh,Convolvulaceae,NA,(Gustav) Albert Peter,"Peter, A."
5257,huh,Myrsinaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P.J.A."
5258,huh,Myrsinaceae,NA,Paul Joseph Antonius Kessler,"KeSler, P.J.A."
5259,huh,Annonaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P.J.A."
5260,huh,Annonaceae,NA,Paul Joseph Antonius Kessler,"KeSler, P.J.A."
5261,huh,Myrsinaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P.J.A."
5262,huh,Myrsinaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P.J.A."
5263,huh,Myrsinaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P."
5264,huh,Euphorbiaceae,NA,Gordon D. McPherson,"Mcpherson, G.D."
5265,huh,Convolvulaceae,NA,Gordon D. McPherson,"Mcpherson, G.D."
5266,huh,Convolvulaceae,NA,Maria Leonor Gonçalves,"Goncalves, M.L."
5267,huh,Convolvulaceae,NA,Maria Leonor Gonçalves,"Goncalves, M.L.S."
5268,huh,Cuscutaceae,NA,Maria Leonor Gonçalves,"Goncalves, M.L."
5269,huh,Cuscutaceae,NA,Maria Leonor Gonçalves,"Goncalves, M.L.S."
5270,huh,Convolvulaceae,NA,Kenneth R. Robertson,"Robertson, K.R."
5271,huh,Rosaceae,NA,Kenneth R. Robertson,"Robertson, K.R."
5272,huh,Cornaceae,NA,William John Hess,"Hess, W.J."
5273,huh,Cornaceae,NA,William John Hess,"Hess, W."
5274,huh,Tiliaceae,NA,William John Hess,"Hess, W.J."
5275,huh,Tiliaceae,NA,William John Hess,"Hess, W."
5276,huh,Rosaceae,NA,William John Hess,"Hess, W.J."
5277,huh,Rosaceae,NA,William John Hess,"Hess, W."
5278,huh,Cornaceae,NA,William John Hess,"Hess, W.J."
5279,huh,Tiliaceae,NA,William John Hess,"Hess, W.J."
5280,huh,Rosaceae,NA,William John Hess,"Hess, W.J."
5281,huh,Buddlejaceae,NA,En De Liu,"Liu, E."
5282,huh,Buddlejaceae,NA,En De Liu,"Liu, E.D."
5283,huh,Cucurbitaceae,NA,En De Liu,"Liu, E."
5284,huh,Cucurbitaceae,NA,En De Liu,"Liu, E.D."
5285,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C."
5286,huh,Haemodoraceae,NA,Cirilo Nelson,"Nelson, C."
5287,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C."
5288,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson S., Cirilo"
5289,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C."
5290,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson Sutherland, C.H."
5291,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C."
5292,huh,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C.H."
5293,huh,Verbenaceae,NA,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A."
5294,huh,Verbenaceae,NA,Gerardo Antonio Aymard Corredor,"Aymard, G."
5295,huh,Dilleniaceae,NA,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A."
5296,huh,Dilleniaceae,NA,Gerardo Antonio Aymard Corredor,"Aymard, G."
5297,huh,Verbenaceae,NA,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A."
5298,huh,Dilleniaceae,NA,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A."
5299,huh,Burmanniaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M."
5300,huh,Cannaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M."
5301,huh,Burmanniaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M."
5302,huh,Cannaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M."
5303,huh,Tiliaceae,NA,Christiane Tirel,"Tirel, C."
5304,huh,Tiliaceae,NA,Christiane Tirel,"Tirel-Roudet, C."
5305,huh,Elaeocarpaceae,NA,Christiane Tirel,"Tirel, C."
5306,huh,Elaeocarpaceae,NA,Christiane Tirel,"Tirel-Roudet, C."
5307,huh,Hamamelidaceae,NA,Hung Ta Chang,"Chang, H.T."
5308,huh,Myrtaceae,NA,Hung Ta Chang,"Chang, H.T."
5309,huh,Elaeocarpaceae,NA,Hung Ta Chang,"Chang, H.T."
5310,huh,Pittosporaceae,NA,Hung Ta Chang,"Chang, H.T."
5311,huh,Tiliaceae,NA,Hung Ta Chang,"Chang, H.T."
5312,huh,Theaceae,NA,Hung Ta Chang,"Chang, H.T."
5313,huh,Hamamelidaceae,NA,Hung Ta Chang,"Chang, H.T."
5314,huh,Hamamelidaceae,NA,Hung Ta Chang,"Zhang, H."
5315,huh,Myrtaceae,NA,Hung Ta Chang,"Chang, H.T."
5316,huh,Myrtaceae,NA,Hung Ta Chang,"Zhang, H."
5317,huh,Elaeocarpaceae,NA,Hung Ta Chang,"Chang, H.T."
5318,huh,Elaeocarpaceae,NA,Hung Ta Chang,"Zhang, H."
5319,huh,Pittosporaceae,NA,Hung Ta Chang,"Chang, H.T."
5320,huh,Pittosporaceae,NA,Hung Ta Chang,"Zhang, H."
5321,huh,Tiliaceae,NA,Hung Ta Chang,"Chang, H.T."
5322,huh,Tiliaceae,NA,Hung Ta Chang,"Zhang, H."
5323,huh,Theaceae,NA,Hung Ta Chang,"Chang, H.T."
5324,huh,Theaceae,NA,Hung Ta Chang,"Zhang, H."
5325,huh,Musaceae,NA,Graham Charles George Argent,"Argent, G.C.G."
5326,huh,Ericaceae,NA,Graham Charles George Argent,"Argent, G.C.G."
5327,huh,Musaceae,NA,Graham Charles George Argent,"Argent, G.C.G."
5328,huh,Fabaceae,NA,Raymundo Ramírez Delgadillo,"Delgadillo, R.R."
5329,huh,Fabaceae,NA,Raymundo Ramírez Delgadillo,"Ramirez Delgadillo, R."
5330,huh,Liliaceae,NA,Raymundo Ramírez Delgadillo,"Delgadillo, R.R."
5331,huh,Liliaceae,NA,Raymundo Ramírez Delgadillo,"Ramirez Delgadillo, R."
5332,huh,Ericaceae,NA,Raymundo Ramírez Delgadillo,"Delgadillo, R.R."
5333,huh,Ericaceae,NA,Raymundo Ramírez Delgadillo,"Ramirez Delgadillo, R."
5334,huh,Fabaceae,NA,Raymundo Ramírez Delgadillo,"Delgadillo, R.R."
5335,huh,Liliaceae,NA,Raymundo Ramírez Delgadillo,"Delgadillo, R.R."
5336,huh,Ericaceae,NA,Raymundo Ramírez Delgadillo,"Delgadillo, R.R."
5337,huh,Ericaceae,NA,Otto Wilhelm Sonder,"Sonder, O.W."
5338,huh,Ericaceae,NA,George Frederic Hrusa,"Hrusa, G.F."
5339,huh,Ericaceae,NA,George Frederic Hrusa,"Hrusa, F."
5340,huh,Salicaceae,NA,Hermann Otto Sleumer,"Sleumer, H.O."
5341,huh,Ericaceae,NA,Hermann Otto Sleumer,"Sleumer, H.O."
5342,huh,Ericaceae,NA,Tiên Hiêp Nguyên,"Nguyen, T.H."
5343,huh,Ericaceae,NA,Tiên Hiêp Nguyên,"Khep, N.T."
5344,huh,Moraceae,NA,Tiên Hiêp Nguyên,"Nguyen, T.H."
5345,huh,Moraceae,NA,Tiên Hiêp Nguyên,"Khep, N.T."
5346,huh,Rosaceae,NA,Tiên Hiêp Nguyên,"Nguyen, T.H."
5347,huh,Rosaceae,NA,Tiên Hiêp Nguyên,"Khep, N.T."
5348,huh,Ericaceae,NA,Tiên Hiêp Nguyên,"Nguyen, T.H."
5349,huh,Ericaceae,NA,Tiên Hiêp Nguyên,"Hiep, N.T."
5350,huh,Moraceae,NA,Tiên Hiêp Nguyên,"Nguyen, T.H."
5351,huh,Moraceae,NA,Tiên Hiêp Nguyên,"Hiep, N.T."
