order,collection.string,collectioncode.gbif,institutioncode.gbif,name,rightsholder,index.herbariorum.or.working.code,organization,branch,department,section,OBS
670,HERB_MO,HERB,MO,NA,NA,MO,Missouri Botanical Garden,NA,NA,Herbarium,
671,Missouri Botanical Garden_MO,Missouri Botanical Garden,MO,NA,NA,MO,Missouri Botanical Garden,NA,NA,Herbarium,
672,MO_MO,MO,MO,NA,NA,MO,Missouri Botanical Garden,NA,NA,Herbarium,
673,MO_MOBOT,MO,MOBOT,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),MO,Missouri Botanical Garden,NA,NA,Herbarium,
674,MW_Moscow State University,MW,Moscow State University,NA,Moscow State University,MW,Moscow State University,Faculty of Biology,Department of Geobotany,Herbarium,
675,Vladimir Oblast Grid Mapping_Moscow State University,Vladimir Oblast Grid Mapping,Moscow State University,NA,Moscow State University,MW,Moscow State University,Faculty of Biology,Department of Geobotany,Herbarium,
676,MIL_MPM,MIL,MPM,NA,"Milwaukee Public Museum, Inc.",MIL,Milwaukee Public Museum,Collections & Research,Botany Department,Herbarium,
677,MPN_MPN,MPN,MPN,NA,NA,MPN,Massey University,Institute of Fundamental Sciences,NA,Dame Ella Campbell Herbarium,
678,HERB_MPU,HERB,MPU,NA,NA,MPU,Université de Montpellier,SPH,DCSPH,Herbier de l’Université de Montpellier,
679,HERB_MPUC,HERB,MPUC,NA,NA,MPUC,Pontifícia Universidade Católica do Rio Grande do Sul,Museu de Ciências e Tecnologia,Laboratório de Botânica,Herbário,
680,Tw_MRAC,Tw,MRAC,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Tw,,,,,not in IH
681,MSBvplantscoll_MSB,MSBvplantscoll,MSB,NA,NA,MSB,Ludwig-Maximilians-Universität,"Fakultät für Biologie, Systematische Botanik und Mykologie",NA,Herbarium,
682,Vascular Plants_MSC,Vascular Plants,MSC,NA,NA,MSC,Michigan State University,NA,Plant Biology Laboratories,Michigan State University Herbarium,
683,HERB_MU,HERB,MU,NA,NA,MU,Miami University,NA,Department of Biology,W. S. Turrell Herbarium,
684,UMO_MU,UMO,MU,NA,NA,MU,Miami University,NA,Department of Biology,W. S. Turrell Herbarium,
685,SURESTE_MUB,SURESTE,MUB,NA,NA,MUB,Universidad de Murcia,NA,"Departamento de Biología Vegetal, Botánica",Herbario,
686,LISU_MUHNAC,LISU,MUHNAC,NA,Museu Nacional de História Natural e da Ciência - Universidade de Lisboa,LISU,Museu Nacional de História Natural e da Ciência,Jardim Botânico,NA,Herbário,
687,BOG_Museo de La Salle - Universidad de La Salle,BOG,Museo de La Salle - Universidad de La Salle,NA,NA,BOG,Universidad de La Salle,Museo de La Salle,NA,Herbario,
688,Herbario Nacional de Costa Rica (CR)_Museo Nacional de Costa Rica (MNCR),Herbario Nacional de Costa Rica (CR),Museo Nacional de Costa Rica (MNCR),NA,NA,CR,Museo Nacional de Costa Rica,NA,NA,Herbario Nacional,
689,HAS_Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS),HAS,Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS),NA,HAS - Herbário Alarich Rudolf Holger Schultz,HAS,Fundação Zoobotânica do Rio Grande do Sul,Seção de Botânica,Museu de Ciências Naturais,Herbário Alarich Rudolf Holger Schultz,
690,MHNNice_Muséum d'Histoire Naturelle - Ville de Nice,MHNNice,Muséum d'Histoire Naturelle - Ville de Nice,NA,NA,NICE,Muséum d'Histoire Naturelle,NA,NA,Herbiers,
691,Botanique_Museum Henri-Lecoq Clermont-Ferrand MHLCLFE,Botanique,Museum Henri-Lecoq Clermont-Ferrand MHLCLFE,NA,NA,MHLCLF,Muséum Henri Lecoq Clermont-Ferrand,NA,NA,Henri Lecoq Herbarium,
692,HERB_MVFA,HERB,MVFA,NA,NA,MVFA,Universidad de la República,Facultad de Agronomía,Laboratorio de Botánica,Herbario Bernardo Rosengurtt,
693,HERB_MVFQ,HERB,MVFQ,NA,NA,MVFQ,Universidad de la República,Facultad de Química,Cátedra de Botánica Farmacéutica,Herbario,
694,HERB_MVJB,HERB,MVJB,NA,NA,MVJB,Museo y Jardín Botánico,NA,NA,Herbario,
695,HERB_MVM,HERB,MVM,NA,NA,MVM,Museo Nacional de Historia Natural,NA,Departamento de Botánica,Herbario,
696,HERB_MY,HERB,MY,NA,NA,MY,Universidad Central de Venezuela,NA,Botánica,Herbario Victor Manuel Badillo,
697,HERB_N,HERB,N,NA,NA,N,Nanjing University,School of Life Science,Biology Department,Herbarium,
698,VA_NAC,VA,NAC,NA,NA,NAC,Nagano Environmental Conservation Research Institute,NA,NA,Herbarium,
699,P_NASU,P,NASU,NA,NA,NASU,,,,,not in IH
700,"US_National Museum of Natural History, Smithsonian Institution",US,"National Museum of Natural History, Smithsonian Institution",NA,NA,US,Smithsonian Institution,"NMNH, MRC-166",Department of Botany,United States National Herbarium,
701,NM_National Museum of the Czech Republic,NM,National Museum of the Czech Republic,NA,NA,PR,National Museum in Prague,NA,Department of Botany,Herbarium,
702,so2-vascular_nbf,so2-vascular,nbf,NA,NA,NBF,,,,,not in IH
703,NE_NE,NE,NE,NA,NA,NE,University of New England,Division of Botany,NA,N. C. W. Beadle Herbarium,
704,NH_NH,NH,NH,NA,NA,NH,South African National Biodiversity Institute,NA,NA,KwaZulu-Natal Herbarium,
705,NH-_NH,NH-,NH,NA,NA,NH,South African National Biodiversity Institute,NA,NA,KwaZulu-Natal Herbarium,
706,BM_NHM,BM,NHM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
707,PL_NHMC,PL,NHMC,NA,NA,NHMC,"Natural History Museum of Crete, University of Crete",NA,Department of Botany,Herbarium,
708,Botanical collection_NHMM,Botanical collection,NHMM,NA,Natural History Museum Maastricht,MAAS,Natuurhistorisch Museum Maastricht,NA,Botany Department,Herbarium,
709,ENT_NHMO,ENT,NHMO,NA,NA,ENT,Ministry of Natural Resources,NA,NA,Herbarium,
710,BOT_NHMUK,BOT,NHMUK,NA,NA,BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
711,Botany_NHMUK,Botany,NHMUK,NA,NA,BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
712,PAL_NHMUK,PAL,NHMUK,NA,NA,BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
713,ZOO_NHMUK,ZOO,NHMUK,NA,NA,BM,The Natural History Museum,NA,"Algae, Fungi and Plants Division",Herbarium,
714,NHT_NHT,6,NHT,NA,NA,NHT,Tropical Pesticides Research Institute,NA,NA,National Herbarium of Tanzania,
715,PL_NIBR,PL,NIBR,NA,NA,KB,National Institute of Biological Resources,NA,Korean Biological Resources,Herbariun,
716,NIM_NIM,NIM,NIM,NA,NA,NIM,Museum d'histoire naturelle de Nîmes,NA,NA,Herbiers,
717,NLD_NLD,NLD,NLD,NA,NA,EURISCO,,,,,
718,V_NLH,V,NLH,NA,NA,NLH,Agricultural University of Norway,NA,Department of Biology and Nature Conservation,Herbarium,
719,Swiss Psyllid (Hemiptera) Collections - Basel_NMB,Swiss Psyllid (Hemiptera) Collections - Basel,NMB,NA,NA,Swiss Psyllid (Hemiptera) Collections - Basel,,,,,not in IH
720,US_NMNH-SI,US,NMNH-SI,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),US,Smithsonian Institution,"NMNH, MRC-166",Department of Botany,United States National Herbarium,
721,Herbarium_NMNL,Herbarium,NMNL,NA,NA,NMNL,Natuurmuseum Nijmegen e.o.,NA,NA,Herbarium,
722,NMNSbvmeli_NMNS,NMNSbvmeli,NMNS,NA,NA,TNM,National Museum of Natural Science,NA,Botany Department,Herbarium,
723,NMNSbvsapi_NMNS,NMNSbvsapi,NMNS,NA,NA,TNM,National Museum of Natural Science,NA,Botany Department,Herbarium,
724,NMNSbvsola_NMNS,NMNSbvsola,NMNS,NA,NA,TNM,National Museum of Natural Science,NA,Botany Department,Herbarium,
725,NMNSS_NMNS,NMNSS,NMNS,NA,NA,TNM,National Museum of Natural Science,NA,Botany Department,Herbarium,
726,NMR Plantae and Fungi_NMR,NMR Plantae and Fungi,NMR,NA,Natural History Museum Rotterdam,NMR,Semyung University,NA,Department Natural Medicine Resources,Herbarium,
727,NMC_NMSU,NMC,NMSU,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NMSU,Northwest Missouri State University,NA,Biology Department,Herbarium,
728,NMCR_NMSU,NMCR,NMSU,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NMSU,Northwest Missouri State University,NA,Biology Department,Herbarium,
729,GBH_NO APLICA,GBH,NO APLICA,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),GBH,Herbarium of Geo. B. Hinton,NA,NA,NA,
730,BORJA_NO DISPONIBLE,BORJA,NO DISPONIBLE,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),VAL,Universitat de València,Jardí Botànic,NA,Herbari,
731,CCM_NO DISPONIBLE,CCM,NO DISPONIBLE,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NA,,,,,not in IH
732,NO DISPONIBLE_NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NA,,,,,not in IH
733,VFw_NO DISPONIBLE,VFw,NO DISPONIBLE,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),VALw,Universitat de València,Jardí Botànic,NA,Herbari,
734,WFw_NO DISPONIBLE,WFw,NO DISPONIBLE,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),WFw,Woods and Forests Department,,,,
735,HERB_NSW,HERB,NSW,NA,NA,NSW,Royal Botanic Gardens & Domain Trust,Royal Botanic Garden Sydney,NA,National Herbarium of New South Wales,
736,NSW_NSW,NSW,NSW,NA,NA,NSW,Royal Botanic Gardens & Domain Trust,Royal Botanic Garden Sydney,NA,National Herbarium of New South Wales,
737,Royal Botanic Gardens Sydney_NSW,Royal Botanic Gardens Sydney,NSW,NA,NA,NSW,Royal Botanic Gardens & Domain Trust,Royal Botanic Garden Sydney,NA,National Herbarium of New South Wales,
738,BioNet Atlas of NSW Wildlife_NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,NSW Office of Environment and Heritage,NA,NA,NSW,Royal Botanic Gardens & Domain Trust,Royal Botanic Garden Sydney,NA,National Herbarium of New South Wales,
739,AR-NHP_NTSRV,AR-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,AR-NHP,,,,,not in IH (flora)
740,CA-NHP_NTSRV,CA-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,CA-NHP,,,,,not in IH (flora)
741,FL-NHP_NTSRV,FL-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,FL-NHP,,,,,not in IH (flora)
742,KS-NHP_NTSRV,KS-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,KS-NHP,,,,,not in IH (flora)
743,MD-NHP_NTSRV,MD-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,MD-NHP,,,,,not in IH (flora)
744,MN-NHP_NTSRV,MN-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,MN-NHP,,,,,not in IH (flora)
745,MO-NHP_NTSRV,MO-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,MO-NHP,,,,,not in IH (flora)
746,NE-NHP_NTSRV,NE-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,NE-NHP,,,,,not in IH (flora)
747,NY-NHP_NTSRV,NY-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,NY-NHP,,,,,not in IH (flora)
748,PA-NHP_NTSRV,PA-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,PA-NHP,,,,,not in IH (flora)
749,QC-CDC_NTSRV,QC-CDC,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,QC-CDC,,,,,not in IH (flora)
750,SD-NHP_NTSRV,SD-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,SD-NHP,,,,,not in IH (flora)
751,TX-NHP_NTSRV,TX-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,TX-NHP,,,,,not in IH (flora)
752,VA-NHP_NTSRV,VA-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,VA-NHP,,,,,not in IH (flora)
753,WI-NHP_NTSRV,WI-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,WI-NHP,,,,,not in IH (flora)
754,WV-NHP_NTSRV,WV-NHP,NTSRV,Element Occurrence” (EO) records for rare and endangered species of the United States and Canada,NatureServe,WV-NHP,,,,,not in IH (flora)
755,NU_NU,NU,NU,NA,NA,NU,"Bews Herbarium, University of KwaZulu-Natal, Pietermaritzburg campus",NA,School of Life Sciences,Bews Herbarium,
756,HERB_NY,HERB,NY,NA,The New York Botanical Garden,NY,The New York Botanical Garden,NA,NA,William and Lynda Steere Herbarium,
757,New York Botanical Garden_NY,New York Botanical Garden,NY,NA,The New York Botanical Garden,NY,The New York Botanical Garden,NA,NA,William and Lynda Steere Herbarium,
758,NY_NY,NY,NY,NA,The New York Botanical Garden,NY,The New York Botanical Garden,NA,NA,William and Lynda Steere Herbarium,
759,VascularPlants_NY,VascularPlants,NY,NA,The New York Botanical Garden,NY,The New York Botanical Garden,NA,NA,William and Lynda Steere Herbarium,
760,NY_NYBG,NY,NYBG,NA,NA,NY,The New York Botanical Garden,NA,NA,William and Lynda Steere Herbarium,
761,NZFRI_NZFRI,NZFRI,NZFRI,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NZFRI,New Zealand Forest Research Institute Limited (Scion),NA,NA,National Forestry Herbarium,
762,NZFRIw_NZFRI,NZFRIw,NZFRI,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),NZFRI,New Zealand Forest Research Institute Limited (Scion),NA,NA,National Forestry Herbarium,
763,India_O,India,O,NA,NA,O,"Botanical Museum, University of Oslo",NA,Natural History Museum,Herbarium,
764,V_O,V,O,NA,NA,O,"Botanical Museum, University of Oslo",NA,Natural History Museum,Herbarium,
765,VascularPlants_OBI,VascularPlants,OBI,NA,NA,OBI,California Polytechnic State University,NA,Biological Sciences Department,Robert F. Hoover Herbarium,
766,p_OCCM,p,OCCM,NA,NA,OCCM,,,,,not in IH
767,plant_OISO,plant,OISO,NA,NA,OISO,,,,,not in IH
768,OLA-BG_OLA,OLA-BG,OLA,NA,NA,OLA,,,,,not in IH
769,NP_OMO,NP,OMO,NA,NA,OMO,,,,,not in IH
770,Sp_OPM,Sp,OPM,NA,NA,OPM,,,,,not in IH
771,HERB_OS,HERB,OS,NA,NA,OS,Ohio State University,Museum of Biological Diversity,NA,Herbarium,
772,C_OSA,C,OSA,NA,NA,OSA,Osaka Museum of Natural History,NA,NA,Herbarium,
773,Fujii_OSA,Fujii,OSA,NA,NA,OSA,Osaka Museum of Natural History,NA,NA,Herbarium,
774,OSA_OSA,OSA,OSA,NA,NA,OSA,Osaka Museum of Natural History,NA,NA,Herbarium,
775,ORE_OSC,ORE,OSC,NA,NA,OSC,Oregon State University,NA,Botany and Plant Pathology Department,Herbarium,
776,OSC_OSC,OSC,OSC,NA,NA,OSC,Oregon State University,NA,Botany and Plant Pathology Department,Herbarium,
777,WILLU_OSC,WILLU,OSC,NA,NA,OSC,Oregon State University,NA,Botany and Plant Pathology Department,Herbarium,
778,Digital Florula - Las Cruces Biological Station_OTS,Digital Florula - Las Cruces Biological Station,OTS,NA,The Regents of the Organization for Tropical Studies,HLDG,"Las Cruces Biological Station, Organization for Tropical Studies",NA,NA,Herbario Luis Diego Gómez,
779,Digital Florula - Palo Verde Biological Station_OTS,Digital Florula - Palo Verde Biological Station,OTS,NA,The Regents of the Organization for Tropical Studies,Digital Florula - Palo Verde Biological Station,,,,,not in IH
780,Herbarium - Las Cruces Biological Station_OTS,Herbarium - Las Cruces Biological Station,OTS,NA,The Regents of the Organization for Tropical Studies,HLDG,"Las Cruces Biological Station, Organization for Tropical Studies",NA,NA,Herbario Luis Diego Gómez,
781,Wilson Botanical Garden - Las Cruces Biological Station_OTS,Wilson Botanical Garden - Las Cruces Biological Station,OTS,NA,The Regents of the Organization for Tropical Studies,HLDG,"Las Cruces Biological Station, Organization for Tropical Studies",NA,NA,Herbario Luis Diego Gómez,
782,FHO_OU,FHO,OU,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),FHO,University of Oxford,NA,Department of Plant Sciences,Daubeny Herbarium,
783,OXF_OU,OXF,OU,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),OXF,University of Oxford,NA,Department of Plant Sciences,Fielding-Druce Herbarium,
784,HERB_P,HERB,P,NA,NA,P,Muséum National d'Histoire Naturelle,Phanérogamie,Direction des Collections,Herbier National,
785,"Museum National d'Histoire Naturelle, Paris_P","Museum National d'Histoire Naturelle, Paris",P,NA,NA,P,Muséum National d'Histoire Naturelle,Phanérogamie,Direction des Collections,Herbier National,
786,"Muséum National d'Histoire Naturelle, Paris_P","Muséum National d'Histoire Naturelle, Paris",P,NA,NA,P,Muséum National d'Histoire Naturelle,Phanérogamie,Direction des Collections,Herbier National,
787,HERB_PACA,HERB,PACA,NA,NA,PACA,Instituto Anchietano de Pesquisas/UNISINOS,NA,NA,Herbário Anchieta-PACA,
788,TRACHEO-LG_PAMP,TRACHEO-LG,PAMP,NA,NA,PAMP,Universidad de Navarra,NA,Departamento de Botánica,Herbario,
789,TRACHEO-LMM_PAMP,TRACHEO-LMM,PAMP,NA,NA,PAMP,Universidad de Navarra,NA,Departamento de Botánica,Herbario,
790,TRACHEO-MENDAUR-GZ_PAMP,TRACHEO-MENDAUR-GZ,PAMP,NA,NA,PAMP,Universidad de Navarra,NA,Departamento de Botánica,Herbario,
791,TRACHEO-SA_PAMP,TRACHEO-SA,PAMP,NA,NA,PAMP,Universidad de Navarra,NA,Departamento de Botánica,Herbario,
792,vascular_PAMP,vascular,PAMP,NA,NA,PAMP,Universidad de Navarra,NA,Departamento de Botánica,Herbario,
793,VascularPlants_PASA,VascularPlants,PASA,NA,NA,PASA,Pasadena City College,NA,Life Sciences Department,Herbarium,
794,VASCULAR_TAN_PBZT,VASCULAR_TAN,PBZT,NA,NA,PBZT,,,,,not in IH
795,PDD_PDD,PDD,PDD,NA,Landcare Research NZ Ltd.,PDD,Manaaki Whenua Landcare Research,NA,NA,New Zealand Fungarium,
796,PERTH_PERTH,PERTH,PERTH,NA,NA,PERTH,Western Australian Herbarium,NA,NA,NA,
797,DAVFP_PFC,DAVFP,PFC,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),DAVFP,"Pacific Forestry Centre, Canadian Forest Service",Natural Resources Canada,NA,Herbarium,
798,VascularPlants_PGM,VascularPlants,PGM,NA,NA,PGM,Pacific Grove Museum of Natural History,NA,NA,Herbarium,
799,Universidad de Panama_PMA,Universidad de Panama,PMA,NA,NA,PMA,Universidad de Panamá,NA,NA,Herbario,
800,Universidad de Panamá_PMA,Universidad de Panamá,PMA,NA,NA,PMA,Universidad de Panamá,NA,NA,Herbario,
801,PNC_PNC,PNC,PNC,NA,NA,PNC,Parc National des Cevennes,NA,NA,Herbarium,
802,IRAI_PNFM,IRAI,PNFM,NA,IRAI - Herbário do Parque da Ciência Newton Freire Maia,IRAI,Parque da Ciência Newton Freire Maia,NA,NA,Herbário,
803,POL_POL,POL,POL,NA,NA,EURISCO,,,,,
804,POM_POM,POM,POM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),POM,Pomona College,NA,NA,Herbarium,
805,VascularPlants_POM,VascularPlants,POM,NA,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),POM,Pomona College,NA,NA,Herbarium,
806,HPUJ_Pontificia Universidad Javeriana (PUJ),HPUJ,Pontificia Universidad Javeriana (PUJ),NA,NA,HPUJ,Pontificia Universidad Javeriana,NA,NA,Herbario,
807,FCAB_Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),FCAB,Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),NA,FCAB - Herbário Friburguense,FCAB,Pontifícia Universidade Católica do Rio de Janeiro,NA,Departamento de Biologia,Herbário Friburguense,
808,BioCentro-UNELLEZ_PORT,BioCentro-UNELLEZ,PORT,NA,NA,PORT,BioCentro-UNELLEZ,NA,NA,Herbario Universitario,
809,HERB_PR,HERB,PR,NA,NA,PR,National Museum in Prague,NA,Department of Botany,Herbarium,
810,National Museum in Prague_PR,National Museum in Prague,PR,NA,NA,PR,National Museum in Prague,NA,Department of Botany,Herbarium,
811,Prague Botanic Garden_PRAZ,Prague Botanic Garden,PRAZ,NA,NA,PRB,Prague Botanical Garden,NA,NA,Herbarium,
812,Plant_PTHM,Plant,PTHM,NA,NA,PTHM,,,,,not in IH
813,MPUC_PUCRS,MPUC,PUCRS,NA,MPUC - Herbário do Museu da Pontifícia Universidade Católica do Rio Grande do Sul,MPUC,Pontifícia Universidade Católica do Rio Grande do Sul,Museu de Ciências e Tecnologia,Laboratório de Botânica,Herbário,
814,HPUJ_PUJ,HPUJ,PUJ,NA,NA,HPUJ,Pontificia Universidad Javeriana,NA,NA,Herbario,
815,Centro de Estudios y Colecciones Biologicas para la Conservacion_PY,Centro de Estudios y Colecciones Biologicas para la Conservacion,PY,NA,NA,PY,Centro de Estudios y Colecciones Biológicas para la Conservación,NA,NA,Herbario,
816,Centro de Estudios y Colecciones Biológicas para la Conservación_PY,Centro de Estudios y Colecciones Biológicas para la Conservación,PY,NA,NA,PY,Centro de Estudios y Colecciones Biológicas para la Conservación,NA,NA,Herbario,
817,HERB_PY,HERB,PY,NA,NA,PY,Centro de Estudios y Colecciones Biológicas para la Conservación,NA,NA,Herbario,
818,Pontificia Universidad Catolica del Ecuador_QCA,Pontificia Universidad Catolica del Ecuador,QCA,NA,NA,QCA,Pontificia Universidad Católica del Ecuador,NA,Departamento de Biología,Herbario,
819,Pontificia Universidad Católica del Ecuador_QCA,Pontificia Universidad Católica del Ecuador,QCA,NA,NA,QCA,Pontificia Universidad Católica del Ecuador,NA,Departamento de Biología,Herbario,
820,Museo Ecuatoriano de Ciencias Naturales_QCNE,Museo Ecuatoriano de Ciencias Naturales,QCNE,NA,NA,QCNE,Museo Ecuatoriano de Ciencias Naturales del Instituto Nacional de Biodiversidad,NA,Sección Botánica,Herbario Nacional del Ecuador,
821,CSIRO_QRS,CSIRO,QRS,NA,NA,QRS,CSIRO,Division of Plant Industry,NA,Australian National Herbarium,
