"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","class","order","continentOcean","occurrenceRemarks","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount","relationshipType","fieldNumber","typeStatus"
"45","2020-04-22 16:25:56-03","UFPB","JPB","57903","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Nusbaumer, L; Ammann, M","4073","2014","05","19","Brasil","Alagoas","Quebrangulo","-36.435015","-9.244547",NA,"JPB0057903",NA,NA,NA,NA,NA,"Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.",NA,"Monocotyledon","Southern America","; HABITAT: Forêt ombrophile submontagnarde de bas-fond d'ordre I inondé une grande partie de l'année; DESC: arbuste, 10 m, 5 cm DBH, plusieurs tronc partant d'un même pied; infrut. À la base des f., 6 tép. Beige-blanc, rosé à la base,",NA,"-36.435015","-9.244547","690","690",NA,NA,NA,NA,NA
"46","2020-04-22 16:25:56-03","UFPB","JPB","60039","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Nusbaumer, L; Cailliau, A","4481","2014","12","01","Brasil","Alagoas","Quebrangulo","-36.435914","-9.243979",NA,"JPB0060039",NA,NA,NA,NA,NA,"Reserva Biológica da Pedra Talhada, localité de Quebrangulo",NA,"Monocotyledon","Southern America","; HABITAT: Forêt ombrophile submontagnarde de basfond à Symphonia globulifera; DESC: arbuste, 8 m, 8 cm DBH. fr. verts à taches noires, axes saumon, 3 troncs partent de la base. récolte photographiée in situ.",NA,"-36.435914","-9.243979","710","710",NA,NA,NA,NA,NA
"47","2020-06-18 10:55:34-03","UFRRJ","RBR","11764","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"G. Terra","02","2005","03",NA,"Brasil","Rio de Janeiro","Miguel Pereira","-43.368056","-22.511667",NA,"RBR00011764",NA,NA,NA,NA,NA,"Fazenda Igapira",NA,NA,NA,NA,NA,"43º22'5''W","22º30'42''S",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 09:29:17-03","UFRRJ","RBR","44681","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","H.C. Lima","H.C. Lima; L.B. Nascimento, G.A. Queiroz, T. Fernandes, R. Albuquerque, L.C.G. Rodrigues","8644","2018","04","17","Brasil","Rio de Janeiro","Nova Iguaçu","-43.398611","-22.568056",NA,"RBR00044681","RBR00044681 RBR00044681_1 RBR00044681_2",NA,"2018","04",NA,"Tinguá, Boa Esperança, ORBEL II, Grade PPBio, Parcela 1. Floresta de encosta. Tinguá, Boa Esperança, ORBEL II, Grade PPBio, Parcela 1. Floresta de encosta. Reserva Biológica do Tinguá",NA,NA,NA,NA,NA,"43º23'55''W","22º34'5''S","278","278",NA,NA,NA,NA,NA
"49","2020-06-29 09:29:17-03","UFRRJ","RBR","8181","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"M.M.T. Rosa","438","1995","04","17","Brasil","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","RBR00008181",NA,"auto",NA,NA,NA,"REBIO do Tinguá, Entra a represa do Barrelão e Reunião; Reserva Biológica do Tinguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 09:29:17-03","UFRRJ","RBR","8180","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"H.C. Rodrigues","356","1993","05","26","Brasil","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","RBR00008180",NA,"auto",NA,NA,NA,"REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-16 10:14:16-03","MBM","MBM","9399","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Lindeman, J.C.","Lindeman, J.; Haas, H.; Haas, H.","863","1966","04","02","Brazil","Paraná","Cianorte","-52.6049995422363","-23.6632995605469","32009","MBM009399","MBM009399","auto",NA,NA,NA,"Fazenda Lagoa",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-16 10:14:16-03","MBM","MBM","129819","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Silva, S.M.","Brittez, R.M.; et al.; et al.","1885","1988","04","01","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","MBM129819","MBM129819","auto",NA,NA,NA,"Ilha do Mel, Reserva Ecológica",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-16 10:14:16-03","MBM","MBM","199784","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","2290","1993","01","23","Brazil","Rio Grande do Sul","Vale do Sol","-52.6831016540527","-29.6035995483398","19833","MBM199784","MBM199784 MBM199784_1 MBM199784_2","auto",NA,NA,NA,"Linha XV de Novembro",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-16 10:14:16-03","MBM","MBM","131064","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Reis, A.","Reis, A.; et al.; et al.","603","1987","08","11","Brazil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746","34291","MBM131064",NA,"auto",NA,NA,NA,"Palha, Fazenda Faxinal, Alto Ribeirão Garcia",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-16 10:14:16-03","MBM","MBM","295755","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Rossato, M.","Rossato, M.","10","1999","11","02","Brazil","Rio Grande do Sul","Terra de Areia","-50.07080078125","-29.5853004455566","32697","MBM295755","MBM295755 MBM295755_1","auto",NA,NA,NA,"Terra de Areia",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-16 10:14:16-03","MBM","MBM","280643","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Fernandes, H.Q.B.","Fernandes, H.Q.B.","2768","1989","05",NA,"Brazil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","MBM280643","MBM280643 MBM280643_1 MBM280643_2 MBM280643_3","auto",NA,NA,NA,"Valsugana Velha",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-16 10:14:16-03","MBM","MBM","148205","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Vanni, R.","Vanni, R.; et al.; et al.","2864","1991","08","09","Argentina",NA,NA,NA,NA,NA,"MBM148205","MBM148205 MBM148205_1",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-16 10:14:16-03","MBM","MBM","170146","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Sposito, T.C.","23591","1991","10","20","Brazil","Minas Gerais","Mariléria",NA,NA,NA,"MBM170146","MBM170146 MBM170146_1",NA,NA,NA,NA,"Parque Florestal do Rio Doce",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-16 10:14:16-03","MBM","MBM","422915","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Brotto, M.L.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","6235","2019","04","09","Brazil","Espírito Santo","Venda Nova do Imigrante","-41.173611","-20.305833",NA,"MBM422915",NA,NA,"2019","06","26","Pedra do Rego, trilha",NA,NA,"Southern America","Erva (palmeira) com 8 m de altura; flores brancas.; Floresta Ombrófila Densa Montana.",NA,"-41.173611","-20.305833","1230","1230",NA,NA,NA,NA,NA
"60","2020-07-16 10:14:16-03","MBM","MBM","40763","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Noblick, L.R.","Hatschbach, G.","37853","1975","12","16","Brazil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191","49901","MBM040763","MBM040763 MBM040763_1","auto",NA,NA,NA,"Colônia Sete Barras",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-16 10:14:16-03","MBM","MBM","3692","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Hatschbach, G.","Hatschbach, G.","16977","1967","08","24","Brazil","Paraná","Cianorte","-52.6049995422363","-23.6632995605469","32009","MBM003692","MBM003692 MBM003692_1","auto",NA,NA,NA,"Fazenda Lagoa",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-16 10:14:16-03","MBM","MBM","231984","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Silva, S.M.","Britez, R.M.; et al.; et al.","1885","1988","04","01","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","MBM231984","MBM231984","auto",NA,NA,NA,"Ilha do Mel",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-16 10:14:16-03","MBM","MBM","9309","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Lindeman, J.C.","Lindeman, J.; Haas, H.; Haas, H.","638","1966","03","19","Brazil","Paraná","Jussara","-52.4693984985352","-23.6214008331299","17622","MBM009309","MBM009309 MBM009309_1","auto",NA,NA,NA,"Jussara",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-07-16 10:14:16-03","MBM","MBM","24134","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Hatschbach, G.","Hatschbach, G.","30245","1972","08","23","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793","38300","MBM024134","MBM024134","auto",NA,NA,NA,"Sapitanduva",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-09-29 14:48:02-03","UFPR","UPCB","60437","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Brotto, M.L.","Brotto, M.L.","275","2009","01","18","Brasil","Paraná","Morretes","-48.916111","-25.439444",NA,NA,NA,NA,"2009","01","18","Parque Estadual Pico do Marumbi.",NA,NA,NA,"Palmeira de 5 m de alt., folhas 1,5 m de compr., inflorescência 0,8 m de compr., flores alvas. Floresta Ombrófila Densa Submontana..",NA,"-48.916111","-25.439444","500","500",NA,NA,NA,NA,NA
"66","2020-09-29 14:48:02-03","UFPR","UPCB","22622","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Cervi, A.C.","2416","1986","12","05","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793","38300",NA,NA,"auto",NA,NA,NA,"Reserva Biológica de Sapitanduva",NA,NA,NA,"Árvore de 8m de altura. Nome vulgar: palmito..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-09-29 14:48:02-03","UFPR","UPCB","6596","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Hatschbach, G.","Hatschbach, G.","16977","1967","08","24","Brasil","Paraná","Cianorte","-52.6049995422363","-23.6632995605469","32009",NA,NA,"auto","1967","11",NA,"Fazenda Lagoa",NA,NA,NA,"Estipe 6m, flor creme. Mata pluvial do espigão, Bacia do Rio Paraná..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-29 14:48:02-03","UFPR","UPCB","37555","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Mikich, S.B.","Mikich, S.B.",NA,"1998","09","28","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398","16297",NA,NA,"auto","1998","09",NA,"Parque Estadual de Vila Rica do Espírito Santo",NA,NA,NA,"Árvore de flores creme, frutos negros, em floresta..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-09-29 14:48:02-03","UFPR","UPCB","13083","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Cervi, A.C.","Cardoso da Silva, F.",NA,"1984","05","10","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708","30514",NA,NA,"auto",NA,NA,NA,"Parque Estadual do Marumbí, ± 800m da Estação Ferroviária, 50km L de Curitiba",NA,NA,NA,"Árvore de 9m. Área de floresta Atlântica, 500m de altitude. Nome vulgar: palmito..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-06-15 15:28:38-03","UNESP-RC","HRCB","24404","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Fernandes, H.Q.B.","Thomaz, L.D.","1745","1993","05","12","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto","1994",NA,NA,"Estação Biológica Santa Lúcia",NA,NA,NA,"Altura 13m, PAP 35cm, caule interno creme, com frutos.",NA,NA,NA,"650","650",NA,NA,NA,NA,NA
"71","2020-06-29 15:31:53-03","UFF","NIT","NIT774","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"A. Lobão","2192","2014","09","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","NIT00000773",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-06-29 15:31:53-03","UFF","NIT","NIT1139","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. Lobão","A. Lobão","2056",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","NIT00001148",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-09-02 16:20:35-03","Cenargen","CEN","67034","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Glocimar Pereira-Silva","9943","2005","04","12","Brasil","GO","LUZIANIA","-48.193055","-15.388888",NA,"CEN00067034","CEN00067034 CEN00067034_1 CEN00067034_2 CEN00067034_3",NA,NA,NA,NA,"Margem direita do rio Alagado.",NA,NA,NA,"Lago.",NA,"-48.193055","-15.388888","827","827","Exsicatas","2",NA,NA,NA
"74","2020-09-02 16:20:35-03","Cenargen","CEN","22981","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. C. Marcato","Bruno Machado Teles Walter","3403","1996","08","19","Brasil","GO","MINACU",NA,NA,NA,"CEN00022981","CEN00022981 CEN00022981_1 CEN00022981_2 CEN00022981_3 CEN00022981_4 CEN00022981_5",NA,"2005",NA,NA,"Estrada Minaçu - Serra da Mesa, mais ou menos a 25 km de Minaçu, à direita.",NA,NA,NA,"Folhas com 2,5 a 3,5 m de comprimento, 60 pares de foliolos. Bainhas com até 2,0 m. Cachos dos frutos mais ou menos 1 m abaixo das folhas. Área de influência do AHE Serra da Mesa. Fruto na carpoteca.",NA,"-4829306.0","-1370806.0","1000","1000","Exsicatas","3",NA,NA,NA
"75","2020-09-02 16:20:35-03","Cenargen","CEN","52662","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Glocimar Pereira-Silva","7381","2003","03","12","Brasil","GO","SILVANIA","-48.4575",NA,NA,"CEN00052662","CEN00052662 CEN00052662_1 CEN00052662_2 CEN00052662_3 CEN00052662_4",NA,NA,NA,NA,"Fazenda Engenho Velho, margem esquerda do Córrego Nove Capões.",NA,NA,NA,"Área de Influência Direta (lago). Botões florais vermelhos.",NA,"-48.4575","-1632611.0","830","830","Exsicatas","1",NA,NA,NA
"76","2020-09-02 16:20:35-03","Cenargen","CEN","83265","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","C. G. Fontes","Clarissa Gouveia Fontes","226","2007","08","16","Brasil","DF","BRASILIA","-48.01","-15.906666",NA,"CEN00083265","CEN00083265 CEN00083265_1 CEN00083265_2 CEN00083265_3 CEN00083265_4",NA,"2007","05",NA,"Fazenda Sucupira. Mata da fitossociologia.",NA,NA,NA,"Folha: 2,82 m; Pecíolo: 62 cm; Folíolos: 115.",NA,"-48.01","-15.906666","1090","1090","Exsicatas","3",NA,NA,NA
"77","2020-09-02 16:20:35-03","Cenargen","CEN","96484","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","B. R. Teixeira","Bernardo Rocha Teixeira","123","2008","07","07","Brasil","DF","BRASILIA","-47.958888","-15.710555",NA,"CEN00096484","CEN00096484 CEN00096484_1",NA,"2008","06",NA,"Parque Nacional de Brasília.",NA,NA,NA,"Folha com 140 folíolos e 2,1 m de comprimento. Frutos na carpoteca.",NA,"-47.958888","-15.710555","1003","1003","Unicata","1",NA,NA,NA
"78","2020-09-02 16:20:35-03","Cenargen","CEN","18484","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. C. Marcato","Bruno Machado Teles Walter","2173","1994","07","11","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00018484","CEN00018484 CEN00018484_1 CEN00018484_2 CEN00018484_3","auto","2005",NA,NA,"FAL/UnB. Mata de galeria do córrego da Onça. Coletas efetuadas no final da mata.",NA,NA,NA,"Folhas com 2,7 m de comprimento (raque); 60 pares de folíolos alternos ou semi-opostos. Primeiro folíolo a 65 cm da base da raque. Ramos férteis posicionados no caule 2m abaixo da folhagem. +- 52 ramos com frutos no cacho. Cacho com 60 cm de comprim. Frutos imaturos verdes, brilhantes; polpa branca muscilaginosa. Espécie frequente em toda a mata, exceto na sua cabeceira. Doação da Flora do Brasil - Distrito Federal.",NA,"-4791667.0","-1595000.0","1060","1060","Exsicatas","1",NA,NA,NA
"79","2020-09-02 16:20:35-03","Cenargen","CEN","32092","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. C. Marcato","Bruno Machado Teles Walter","3873","1997","09","25","Brasil","DF","BRASILIA","-47.9296989440918","-15.7797002792358","70570","CEN00032092","CEN00032092 CEN00032092_1 CEN00032092_2 CEN00032092_3","auto","2005",NA,NA,"Parque Nacional de Brasília. Cabeceira do córrego Três Barras.",NA,NA,NA,"Comprimento da folha: 184 cm. 46 a 47 pares de foliolos. Planta comum em locais mal drenados.",NA,"0.0","0.0",NA,NA,"Exsicatas","3",NA,NA,NA
"80","2020-09-02 16:20:35-03","Cenargen","CEN","22980","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. C. Marcato","Bruno Machado Teles Walter","1044","1991","12","12","Brasil","GO","COLINAS DO SUL","-48.0783004760742","-14.1513996124268","58154","CEN00022980","CEN00022980 CEN00022980_1 CEN00022980_2 CEN00022980_3 CEN00022980_4","auto","2005",NA,NA,"Abaixo da linha de transmissão que liga Niquelândia a Serra da Mesa. Entrada a 2 km da entrada sul / canteiro.",NA,NA,NA,"13 folhas adultas. Frutos maduros roxos quase negros (atropurpureos). Bacia de inundação da UHE Serra da Mesa. Flores femininas secas; masculinas ausentes. Córrego afluente do Rio Tocantins.",NA,"-4830000.0","-1383333.0","360","360","Exsicatas","5",NA,NA,NA
"81","2020-09-02 16:20:35-03","Cenargen","CEN","47457","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. A. Santos","Aécio Amaral-Santos","1418","2002","08","14","Brasil","GO","CRISTALINA","-47.6136016845703","-16.7686004638672","85457","CEN00047457","CEN00047457 CEN00047457_1 CEN00047457_2 CEN00047457_3","auto","2002","08",NA,"Mata de galeria do lado esquerdo da área de empréstimo.",NA,NA,NA,"Área de influência do AHE Queimado; influência indireta. Folhas com 3 m de comprimento. 1 cacho apenas.",NA,"-4733861.0","-1621806.0",NA,NA,"Exsicatas","1",NA,NA,NA
"82","2020-09-02 16:20:35-03","Cenargen","CEN","26931","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. C. Marcato","Taciana Barbosa Cavalcanti","2054","1996","09","20","Brasil","GO","IPAMERI","-48.1596984863281","-17.7219009399414","102542","CEN00026931","CEN00026931 CEN00026931_1 CEN00026931_2 CEN00026931_3 CEN00026931_4","auto","2005",NA,NA,"Bacia de inundação do AHE Corumbá I.",NA,NA,NA,"66 folíolos. Frutos imaturos verdes a róseos. Coleta na copa das árvores semi-inundadas.",NA,NA,NA,NA,NA,"Exsicatas","2",NA,NA,NA
"83","2020-09-02 16:20:35-03","Cenargen","CEN","52661","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Glocimar Pereira-Silva","6955","2002","11","08","Brasil","GO","LUZIANIA","-47.9502983093262","-16.2525005340576","83221","CEN00052661","CEN00052661 CEN00052661_1 CEN00052661_2 CEN00052661_3 CEN00052661_4","auto",NA,NA,NA,"Fazenda Suindara do Alagado. Ponto 14.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exsicatas","1",NA,NA,NA
"84","2020-09-02 16:20:35-03","Cenargen","CEN","53015","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","B. M. T. Walter & A. C. Sevilha","Aldicir Osni Scariot","793","2003","09","26","Brasil","TO","DIANOPOLIS","-46.8205986022949","-11.627799987793","77760","CEN00053015","CEN00053015 CEN00053015_1","auto","2013","12",NA,"Cachoeira do Rio Palmeira.",NA,NA,NA,NA,NA,NA,NA,"700","700","Exsicatas","3",NA,NA,NA
"85","2020-09-02 16:20:35-03","Cenargen","CEN","38099","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M. Martins & E. L. Perez","Aécio Amaral-Santos","779","2000","10","13","Brasil","TO","GOIATINS","-47.3142013549805","-7.71000003814697","92862","CEN00038099","CEN00038099 CEN00038099_1 CEN00038099_2 CEN00038099_3 CEN00038099_4","auto","2009","11",NA,"Comunidade Indígena Krahò, Aldeia Pedra Branca, 600 m após a Aldeia, em direção a Itacajá.",NA,NA,NA,"Totaldos folíolos: 95&nf;Comprimento total: 2,20",NA,NA,NA,NA,NA,"Exsicatas","2",NA,NA,NA
"86","2020-10-14 13:45:12-03","UNIVILLE","JOI","12896","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M. Rossato","M. Rossato","10","1999","11","02","Brasil","Rio Grande do Sul","Terra de Areia","-50.07080078125","-29.5853004455566","32697","JOI012896",NA,"auto","1999","11","02",NA,NA,NA,NA,"Estipe solitário, de 5 a 12 m de altura, 5-15 cm de diâmetro, distância entre nós 3,5 cm. Folhas em número de 12-15 paripinadas com1,5 a 2,5 m de comp. 0,4-0,8 m de largura; pecíolos muito curto ou inexistente e ráquis podendo chegar a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
